"Method","Trait","pval","estimate","se","lower","upper","length"
"FLOW-MR-indirect",1,1e-04,0.807,0,0.521,1.086,0.565
"FLOW-MR-indirect",1,1e-06,0.861,0,0.576,1.199,0.623
"FLOW-MR-indirect",1,1e-08,0.87,0,0.568,1.212,0.644
"MVMR-IVW",1,0.01,0.026,0.066,-0.104,0.156,0.26
"MVMR-IVW",1,1e-04,0.011,0.07,-0.126,0.149,0.275
"MVMR-IVW",1,1e-06,-0.005,0.075,-0.153,0.143,0.296
"MVMR-IVW",1,1e-08,-0.008,0.077,-0.159,0.144,0.303
"GRAPPLE",1,0.01,-0.067,0.138,-0.338,0.204,0.542
"GRAPPLE",1,1e-04,-0.091,0.127,-0.341,0.158,0.499
"GRAPPLE",1,1e-06,-0.1,0.135,-0.364,0.165,0.529
"GRAPPLE",1,1e-08,-0.097,0.139,-0.37,0.175,0.545
"MVMR-Egger",1,0.01,0.019,0.066,-0.111,0.148,0.259
"MVMR-Egger",1,1e-04,0.003,0.07,-0.134,0.141,0.275
"MVMR-Egger",1,1e-06,-0.01,0.075,-0.158,0.138,0.296
"MVMR-Egger",1,1e-08,-0.012,0.077,-0.162,0.138,0.3
"MVMR-Robust",1,0.01,-0.041,0.074,-0.187,0.105,0.292
"MVMR-Robust",1,1e-04,-0.055,0.071,-0.194,0.084,0.278
"MVMR-Robust",1,1e-06,-0.072,0.076,-0.22,0.077,0.297
"MVMR-Robust",1,1e-08,-0.068,0.08,-0.225,0.089,0.314
"MVMR-cML",1,0.01,-0.112,0.103,-0.315,0.09,0.405
"MVMR-cML",1,1e-04,-0.193,0.099,-0.387,0.001,0.388
"MVMR-cML",1,1e-06,-0.191,0.1,-0.387,0.005,0.392
"MVMR-cML",1,1e-08,-0.24,0.083,-0.402,-0.078,0.324
"FLOW-MR",1,0.01,-0.008,0.114,-0.23,0.216,0.446
"FLOW-MR",1,1e-04,-0.036,0.115,-0.262,0.187,0.449
"FLOW-MR",1,1e-06,-0.048,0.116,-0.275,0.175,0.45
"FLOW-MR",1,1e-08,-0.048,0.123,-0.291,0.191,0.482
"MVMR-Horse",1,0.01,-0.111,0.107,-0.316,0.104,0.42
"MVMR-Horse",1,1e-04,-0.11,0.1,-0.3,0.091,0.391
"MVMR-Horse",1,1e-06,-0.135,0.101,-0.334,0.06,0.394
"MVMR-Horse",1,1e-08,-0.112,0.105,-0.319,0.092,0.411
"FLOW-MR-indirect",1,0.01,0.793,0,0.573,1.026,0.453
"FLOW-MR-indirect",1,1e-04,0.852,0,0.6,1.105,0.505
"FLOW-MR-indirect",1,1e-06,0.858,0,0.608,1.131,0.523
"FLOW-MR-indirect",1,1e-08,0.887,0,0.621,1.213,0.592
"MVMR-IVW",1,0.01,-0.012,0.067,-0.143,0.12,0.263
"MVMR-IVW",1,1e-04,-0.017,0.072,-0.159,0.125,0.284
"MVMR-IVW",1,1e-06,-0.037,0.075,-0.185,0.11,0.295
"MVMR-IVW",1,1e-08,-0.035,0.075,-0.183,0.113,0.296
"GRAPPLE",1,0.01,-0.094,0.152,-0.391,0.203,0.594
"GRAPPLE",1,1e-04,-0.097,0.16,-0.41,0.216,0.626
"GRAPPLE",1,1e-06,-0.214,0.168,-0.544,0.115,0.659
"GRAPPLE",1,1e-08,-0.17,0.164,-0.492,0.152,0.644
"MVMR-Egger",1,0.01,-0.024,0.067,-0.156,0.107,0.263
"MVMR-Egger",1,1e-04,-0.027,0.072,-0.169,0.115,0.284
"MVMR-Egger",1,1e-06,-0.045,0.076,-0.194,0.104,0.298
"MVMR-Egger",1,1e-08,-0.041,0.075,-0.189,0.107,0.296
"MVMR-Robust",1,0.01,-0.002,0.064,-0.127,0.123,0.25
"MVMR-Robust",1,1e-04,-0.012,0.065,-0.14,0.116,0.256
"MVMR-Robust",1,1e-06,-0.041,0.068,-0.173,0.092,0.265
"MVMR-Robust",1,1e-08,-0.031,0.071,-0.17,0.108,0.278
"MVMR-cML",1,0.01,-0.147,0.109,-0.361,0.068,0.429
"MVMR-cML",1,1e-04,-0.325,0.13,-0.58,-0.07,0.51
"MVMR-cML",1,1e-06,-0.328,0.155,-0.632,-0.023,0.609
"MVMR-cML",1,1e-08,-0.322,0.148,-0.612,-0.032,0.58
"FLOW-MR",1,0.01,0.016,0.124,-0.227,0.258,0.485
"FLOW-MR",1,1e-04,-0.005,0.138,-0.281,0.263,0.544
"FLOW-MR",1,1e-06,-0.034,0.13,-0.287,0.224,0.511
"FLOW-MR",1,1e-08,-0.023,0.131,-0.273,0.245,0.518
"MVMR-Horse",1,0.01,-0.016,0.105,-0.226,0.188,0.414
"MVMR-Horse",1,1e-04,-0.033,0.104,-0.235,0.176,0.411
"MVMR-Horse",1,1e-06,-0.064,0.098,-0.257,0.122,0.379
"MVMR-Horse",1,1e-08,-0.049,0.103,-0.254,0.159,0.413
"FLOW-MR-indirect",1,0.01,0.879,0,0.631,1.14,0.509
"FLOW-MR-indirect",1,1e-04,1.023,0,0.709,1.422,0.713
"FLOW-MR-indirect",1,1e-06,0.893,0,0.642,1.204,0.562
"FLOW-MR-indirect",1,1e-08,0.901,0,0.589,1.225,0.636
"MVMR-IVW",1,0.01,0.094,0.073,-0.048,0.236,0.284
"MVMR-IVW",1,1e-04,0.073,0.079,-0.082,0.229,0.311
"MVMR-IVW",1,1e-06,0.056,0.083,-0.107,0.219,0.326
"MVMR-IVW",1,1e-08,0.001,0.084,-0.164,0.166,0.33
"GRAPPLE",1,0.01,-0.393,2.41,-5.116,4.33,9.446
"GRAPPLE",1,1e-04,0.091,0.17,-0.242,0.423,0.665
"GRAPPLE",1,1e-06,0.057,0.152,-0.241,0.355,0.596
"GRAPPLE",1,1e-08,0.002,0.15,-0.293,0.296,0.589
"MVMR-Egger",1,0.01,0.092,0.072,-0.05,0.234,0.284
"MVMR-Egger",1,1e-04,0.075,0.079,-0.08,0.231,0.311
"MVMR-Egger",1,1e-06,0.056,0.083,-0.107,0.22,0.327
"MVMR-Egger",1,1e-08,0.002,0.084,-0.163,0.167,0.33
"MVMR-Robust",1,0.01,0.075,0.073,-0.068,0.218,0.286
"MVMR-Robust",1,1e-04,0.043,0.076,-0.105,0.192,0.297
"MVMR-Robust",1,1e-06,0.023,0.08,-0.133,0.18,0.313
"MVMR-Robust",1,1e-08,-0.011,0.081,-0.169,0.148,0.317
"MVMR-cML",1,0.01,0.318,0.109,0.105,0.53,0.425
"MVMR-cML",1,1e-04,0.205,0.142,-0.074,0.484,0.558
"MVMR-cML",1,1e-06,0.199,0.165,-0.125,0.522,0.647
"MVMR-cML",1,1e-08,-0.03,0.143,-0.311,0.251,0.562
"FLOW-MR",1,0.01,0.082,0.13,-0.174,0.335,0.509
"FLOW-MR",1,1e-04,0.032,0.129,-0.215,0.292,0.507
"FLOW-MR",1,1e-06,0.025,0.132,-0.235,0.283,0.518
"FLOW-MR",1,1e-08,-0.015,0.137,-0.277,0.253,0.53
"MVMR-Horse",1,0.01,0.126,0.118,-0.116,0.357,0.473
"MVMR-Horse",1,1e-04,0.053,0.121,-0.185,0.289,0.474
"MVMR-Horse",1,1e-06,0.03,0.124,-0.207,0.276,0.483
"MVMR-Horse",1,1e-08,-0.05,0.117,-0.276,0.183,0.459
"FLOW-MR-indirect",1,0.01,0.982,0,0.73,1.282,0.552
"FLOW-MR-indirect",1,1e-04,1.003,0,0.736,1.296,0.56
"FLOW-MR-indirect",1,1e-06,0.977,0,0.729,1.271,0.542
"FLOW-MR-indirect",1,1e-08,1.065,0,0.78,1.393,0.613
"MVMR-IVW",1,0.01,0.031,0.065,-0.096,0.157,0.253
"MVMR-IVW",1,1e-04,0.025,0.07,-0.112,0.162,0.274
"MVMR-IVW",1,1e-06,0.015,0.074,-0.13,0.159,0.289
"MVMR-IVW",1,1e-08,0.018,0.077,-0.132,0.169,0.301
"GRAPPLE",1,0.01,0.022,0.123,-0.219,0.262,0.481
"GRAPPLE",1,1e-04,0.028,0.14,-0.246,0.302,0.548
"GRAPPLE",1,1e-06,-0.021,0.149,-0.314,0.271,0.585
"GRAPPLE",1,1e-08,-0.019,0.14,-0.293,0.255,0.548
"MVMR-Egger",1,0.01,0.025,0.064,-0.101,0.151,0.252
"MVMR-Egger",1,1e-04,0.019,0.07,-0.118,0.156,0.274
"MVMR-Egger",1,1e-06,0.009,0.074,-0.136,0.154,0.29
"MVMR-Egger",1,1e-08,0.014,0.077,-0.137,0.165,0.302
"MVMR-Robust",1,0.01,0.016,0.052,-0.085,0.118,0.203
"MVMR-Robust",1,1e-04,0.005,0.057,-0.107,0.116,0.223
"MVMR-Robust",1,1e-06,-0.015,0.059,-0.131,0.1,0.231
"MVMR-Robust",1,1e-08,-0.019,0.059,-0.135,0.098,0.233
"MVMR-cML",1,0.01,-0.049,0.089,-0.223,0.124,0.347
"MVMR-cML",1,1e-04,0.006,0.081,-0.153,0.164,0.317
"MVMR-cML",1,1e-06,-0.089,0.095,-0.275,0.097,0.372
"MVMR-cML",1,1e-08,-0.161,0.099,-0.355,0.033,0.388
"FLOW-MR",1,0.01,0.057,0.103,-0.143,0.26,0.403
"FLOW-MR",1,1e-04,0.049,0.109,-0.165,0.268,0.433
"FLOW-MR",1,1e-06,0.032,0.112,-0.19,0.257,0.447
"FLOW-MR",1,1e-08,0.04,0.117,-0.188,0.267,0.455
"MVMR-Horse",1,0.01,0.028,0.085,-0.14,0.191,0.331
"MVMR-Horse",1,1e-04,0.003,0.092,-0.18,0.183,0.363
"MVMR-Horse",1,1e-06,-0.023,0.092,-0.209,0.163,0.372
"MVMR-Horse",1,1e-08,-0.032,0.095,-0.22,0.153,0.373
"FLOW-MR-indirect",1,0.01,0.74,0,0.501,0.97,0.469
"FLOW-MR-indirect",1,1e-04,0.775,0,0.547,1.022,0.475
"FLOW-MR-indirect",1,1e-06,0.792,0,0.542,1.104,0.562
"FLOW-MR-indirect",1,1e-08,0.716,0,0.483,0.981,0.498
"MVMR-IVW",1,0.01,-0.029,0.068,-0.163,0.105,0.268
"MVMR-IVW",1,1e-04,-0.039,0.074,-0.185,0.107,0.292
"MVMR-IVW",1,1e-06,-0.048,0.079,-0.203,0.107,0.31
"MVMR-IVW",1,1e-08,-0.042,0.08,-0.2,0.115,0.315
"GRAPPLE",1,0.01,-0.055,0.167,-0.382,0.272,0.654
"GRAPPLE",1,1e-04,-0.057,0.165,-0.38,0.266,0.646
"GRAPPLE",1,1e-06,-0.053,0.17,-0.386,0.28,0.666
"GRAPPLE",1,1e-08,1.204,2.543,-3.781,6.188,9.969
"MVMR-Egger",1,0.01,-0.028,0.068,-0.162,0.106,0.268
"MVMR-Egger",1,1e-04,-0.034,0.074,-0.18,0.112,0.292
"MVMR-Egger",1,1e-06,-0.047,0.079,-0.202,0.108,0.31
"MVMR-Egger",1,1e-08,-0.029,0.081,-0.187,0.13,0.317
"MVMR-Robust",1,0.01,-0.067,0.055,-0.175,0.041,0.216
"MVMR-Robust",1,1e-04,-0.078,0.054,-0.184,0.027,0.211
"MVMR-Robust",1,1e-06,-0.089,0.058,-0.202,0.023,0.225
"MVMR-Robust",1,1e-08,-0.097,0.06,-0.214,0.019,0.233
"MVMR-cML",1,0.01,0.022,0.1,-0.173,0.217,0.39
"MVMR-cML",1,1e-04,0.002,0.111,-0.215,0.22,0.435
"MVMR-cML",1,1e-06,0.01,0.103,-0.192,0.211,0.403
"MVMR-cML",1,1e-08,-0.025,0.103,-0.228,0.177,0.405
"FLOW-MR",1,0.01,-0.021,0.122,-0.259,0.224,0.483
"FLOW-MR",1,1e-04,-0.071,0.129,-0.32,0.181,0.501
"FLOW-MR",1,1e-06,-0.073,0.133,-0.332,0.195,0.527
"FLOW-MR",1,1e-08,-0.036,0.141,-0.307,0.253,0.56
"MVMR-Horse",1,0.01,-0.119,0.096,-0.31,0.067,0.377
"MVMR-Horse",1,1e-04,-0.137,0.099,-0.323,0.06,0.383
"MVMR-Horse",1,1e-06,-0.14,0.101,-0.338,0.055,0.393
"MVMR-Horse",1,1e-08,-0.141,0.104,-0.345,0.066,0.411
"FLOW-MR-indirect",1,0.01,0.779,0,0.515,1.047,0.532
"FLOW-MR-indirect",1,1e-04,0.827,0,0.516,1.136,0.62
"FLOW-MR-indirect",1,1e-06,0.836,0,0.515,1.213,0.698
"FLOW-MR-indirect",1,1e-08,0.791,0,0.477,1.094,0.617
"MVMR-IVW",1,0.01,-0.015,0.072,-0.156,0.127,0.283
"MVMR-IVW",1,1e-04,-0.014,0.078,-0.168,0.139,0.307
"MVMR-IVW",1,1e-06,-0.022,0.083,-0.185,0.141,0.326
"MVMR-IVW",1,1e-08,-0.023,0.082,-0.183,0.138,0.321
"GRAPPLE",1,0.01,0.007,0.122,-0.233,0.246,0.479
"GRAPPLE",1,1e-04,0.001,0.131,-0.257,0.258,0.515
"GRAPPLE",1,1e-06,-0.026,0.128,-0.277,0.225,0.502
"GRAPPLE",1,1e-08,-0.034,0.124,-0.276,0.208,0.484
"MVMR-Egger",1,0.01,-0.018,0.072,-0.159,0.124,0.283
"MVMR-Egger",1,1e-04,-0.019,0.078,-0.173,0.134,0.307
"MVMR-Egger",1,1e-06,-0.023,0.083,-0.186,0.141,0.327
"MVMR-Egger",1,1e-08,-0.022,0.082,-0.183,0.138,0.321
"MVMR-Robust",1,0.01,-0.026,0.067,-0.158,0.107,0.265
"MVMR-Robust",1,1e-04,-0.03,0.072,-0.171,0.111,0.282
"MVMR-Robust",1,1e-06,-0.046,0.074,-0.192,0.099,0.291
"MVMR-Robust",1,1e-08,-0.053,0.075,-0.2,0.094,0.294
"MVMR-cML",1,0.01,0.373,0.09,0.196,0.549,0.353
"MVMR-cML",1,1e-04,-0.027,0.089,-0.201,0.146,0.347
"MVMR-cML",1,1e-06,0.036,0.099,-0.159,0.231,0.39
"MVMR-cML",1,1e-08,-0.242,0.081,-0.4,-0.083,0.317
"FLOW-MR",1,0.01,-0.055,0.114,-0.277,0.167,0.444
"FLOW-MR",1,1e-04,-0.047,0.116,-0.273,0.176,0.449
"FLOW-MR",1,1e-06,-0.05,0.117,-0.274,0.183,0.457
"FLOW-MR",1,1e-08,-0.06,0.111,-0.277,0.16,0.437
"MVMR-Horse",1,0.01,-0.072,0.106,-0.277,0.14,0.417
"MVMR-Horse",1,1e-04,-0.07,0.108,-0.275,0.141,0.416
"MVMR-Horse",1,1e-06,-0.09,0.108,-0.299,0.123,0.422
"MVMR-Horse",1,1e-08,-0.097,0.103,-0.29,0.11,0.4
"FLOW-MR-indirect",1,0.01,0.937,0,0.674,1.249,0.575
"FLOW-MR-indirect",1,1e-04,0.911,0,0.68,1.189,0.509
"FLOW-MR-indirect",1,1e-06,0.938,0,0.625,1.299,0.674
"FLOW-MR-indirect",1,1e-08,0.903,0,0.643,1.163,0.52
"MVMR-IVW",1,0.01,0.029,0.071,-0.11,0.167,0.277
"MVMR-IVW",1,1e-04,0.011,0.076,-0.138,0.159,0.297
"MVMR-IVW",1,1e-06,-0.007,0.079,-0.162,0.148,0.31
"MVMR-IVW",1,1e-08,0.026,0.08,-0.13,0.183,0.313
"GRAPPLE",1,0.01,0.173,0.152,-0.124,0.471,0.595
"GRAPPLE",1,1e-04,0.134,0.157,-0.174,0.441,0.615
"GRAPPLE",1,1e-06,0.078,0.142,-0.2,0.355,0.555
"GRAPPLE",1,1e-08,0.126,0.143,-0.155,0.407,0.562
"MVMR-Egger",1,0.01,0.026,0.071,-0.112,0.165,0.277
"MVMR-Egger",1,1e-04,0.01,0.076,-0.139,0.158,0.297
"MVMR-Egger",1,1e-06,-0.007,0.079,-0.162,0.148,0.31
"MVMR-Egger",1,1e-08,0.027,0.08,-0.13,0.184,0.314
"MVMR-Robust",1,0.01,0.039,0.064,-0.087,0.165,0.252
"MVMR-Robust",1,1e-04,0.022,0.066,-0.107,0.151,0.258
"MVMR-Robust",1,1e-06,0.014,0.062,-0.108,0.136,0.244
"MVMR-Robust",1,1e-08,0.026,0.061,-0.093,0.145,0.238
"MVMR-cML",1,0.01,0.412,0.131,0.155,0.67,0.515
"MVMR-cML",1,1e-04,0.365,0.128,0.115,0.616,0.501
"MVMR-cML",1,1e-06,0.538,0.186,0.173,0.903,0.73
"MVMR-cML",1,1e-08,0.613,0.2,0.222,1.004,0.782
"FLOW-MR",1,0.01,0.097,0.13,-0.153,0.358,0.511
"FLOW-MR",1,1e-04,0.07,0.13,-0.178,0.334,0.512
"FLOW-MR",1,1e-06,0.049,0.126,-0.193,0.299,0.492
"FLOW-MR",1,1e-08,0.084,0.128,-0.164,0.339,0.503
"MVMR-Horse",1,0.01,0.02,0.104,-0.186,0.219,0.405
"MVMR-Horse",1,1e-04,-0.005,0.1,-0.198,0.19,0.388
"MVMR-Horse",1,1e-06,-0.006,0.098,-0.202,0.19,0.392
"MVMR-Horse",1,1e-08,0.015,0.096,-0.174,0.202,0.376
"FLOW-MR-indirect",1,0.01,0.82,0,0.573,1.091,0.518
"FLOW-MR-indirect",1,1e-04,0.801,0,0.522,1.114,0.592
"FLOW-MR-indirect",1,1e-06,0.827,0,0.53,1.167,0.637
"FLOW-MR-indirect",1,1e-08,0.85,0,0.562,1.168,0.606
"MVMR-IVW",1,0.01,-0.027,0.073,-0.169,0.115,0.284
"MVMR-IVW",1,1e-04,-0.016,0.081,-0.174,0.142,0.316
"MVMR-IVW",1,1e-06,-0.041,0.084,-0.206,0.124,0.33
"MVMR-IVW",1,1e-08,-0.059,0.084,-0.223,0.105,0.328
"GRAPPLE",1,0.01,-0.034,0.168,-0.363,0.296,0.659
"GRAPPLE",1,1e-04,0.012,0.186,-0.352,0.376,0.728
"GRAPPLE",1,1e-06,-0.008,0.214,-0.427,0.411,0.838
"GRAPPLE",1,1e-08,0.006,0.236,-0.456,0.467,0.923
"MVMR-Egger",1,0.01,-0.028,0.072,-0.169,0.114,0.283
"MVMR-Egger",1,1e-04,-0.019,0.08,-0.176,0.138,0.314
"MVMR-Egger",1,1e-06,-0.039,0.084,-0.203,0.125,0.328
"MVMR-Egger",1,1e-08,-0.052,0.082,-0.214,0.109,0.323
"MVMR-Robust",1,0.01,0.01,0.056,-0.101,0.12,0.221
"MVMR-Robust",1,1e-04,0.012,0.061,-0.107,0.132,0.239
"MVMR-Robust",1,1e-06,0.006,0.064,-0.119,0.131,0.25
"MVMR-Robust",1,1e-08,0.002,0.067,-0.13,0.134,0.264
"MVMR-cML",1,0.01,0.121,0.099,-0.073,0.315,0.388
"MVMR-cML",1,1e-04,0.306,0.124,0.063,0.548,0.485
"MVMR-cML",1,1e-06,0.312,0.141,0.036,0.588,0.552
"MVMR-cML",1,1e-08,0.335,0.142,0.056,0.614,0.558
"FLOW-MR",1,0.01,0.018,0.117,-0.21,0.248,0.458
"FLOW-MR",1,1e-04,0.01,0.134,-0.25,0.278,0.528
"FLOW-MR",1,1e-06,-0.003,0.139,-0.28,0.262,0.542
"FLOW-MR",1,1e-08,-0.023,0.144,-0.303,0.261,0.564
"MVMR-Horse",1,0.01,0.026,0.102,-0.172,0.223,0.395
"MVMR-Horse",1,1e-04,0.03,0.109,-0.184,0.247,0.431
"MVMR-Horse",1,1e-06,0.02,0.112,-0.212,0.234,0.446
"MVMR-Horse",1,1e-08,0.002,0.112,-0.223,0.216,0.439
"FLOW-MR-indirect",1,0.01,0.771,0,0.525,1.032,0.507
"FLOW-MR-indirect",1,1e-04,0.819,0,0.533,1.121,0.588
"FLOW-MR-indirect",1,1e-06,0.869,0,0.572,1.16,0.588
"FLOW-MR-indirect",1,1e-08,0.907,0,0.589,1.241,0.652
"MVMR-IVW",1,0.01,0.039,0.07,-0.099,0.177,0.276
"MVMR-IVW",1,1e-04,0.027,0.075,-0.121,0.175,0.296
"MVMR-IVW",1,1e-06,0.033,0.08,-0.125,0.19,0.315
"MVMR-IVW",1,1e-08,0.051,0.077,-0.1,0.202,0.302
"GRAPPLE",1,0.01,0.079,0.144,-0.204,0.361,0.565
"GRAPPLE",1,1e-04,0.086,0.145,-0.197,0.37,0.567
"GRAPPLE",1,1e-06,0.128,0.146,-0.157,0.414,0.571
"GRAPPLE",1,1e-08,0.266,0.194,-0.114,0.646,0.76
"MVMR-Egger",1,0.01,0.039,0.071,-0.1,0.177,0.277
"MVMR-Egger",1,1e-04,0.027,0.076,-0.121,0.176,0.297
"MVMR-Egger",1,1e-06,0.032,0.081,-0.126,0.19,0.316
"MVMR-Egger",1,1e-08,0.052,0.077,-0.099,0.203,0.302
"MVMR-Robust",1,0.01,0.017,0.069,-0.119,0.153,0.272
"MVMR-Robust",1,1e-04,0.013,0.072,-0.128,0.155,0.283
"MVMR-Robust",1,1e-06,0.017,0.08,-0.14,0.175,0.315
"MVMR-Robust",1,1e-08,0.022,0.081,-0.137,0.181,0.318
"MVMR-cML",1,0.01,-0.001,0.124,-0.243,0.241,0.484
"MVMR-cML",1,1e-04,0.058,0.121,-0.179,0.295,0.474
"MVMR-cML",1,1e-06,0.06,0.121,-0.178,0.297,0.475
"MVMR-cML",1,1e-08,0.138,0.127,-0.11,0.386,0.496
"FLOW-MR",1,0.01,0.055,0.125,-0.187,0.304,0.491
"FLOW-MR",1,1e-04,0.059,0.124,-0.189,0.3,0.489
"FLOW-MR",1,1e-06,0.059,0.129,-0.192,0.312,0.504
"FLOW-MR",1,1e-08,0.086,0.123,-0.152,0.33,0.482
"MVMR-Horse",1,0.01,-0.003,0.106,-0.208,0.209,0.417
"MVMR-Horse",1,1e-04,0.002,0.105,-0.209,0.206,0.415
"MVMR-Horse",1,1e-06,0.003,0.108,-0.205,0.224,0.429
"MVMR-Horse",1,1e-08,0.023,0.101,-0.178,0.218,0.396
"FLOW-MR-indirect",1,0.01,0.836,0,0.615,1.098,0.483
"FLOW-MR-indirect",1,1e-04,0.801,0,0.542,1.079,0.537
"FLOW-MR-indirect",1,1e-06,0.833,0,0.572,1.109,0.537
"FLOW-MR-indirect",1,1e-08,0.735,0,0.477,1.01,0.533
"MVMR-IVW",1,0.01,-0.062,0.074,-0.207,0.082,0.289
"MVMR-IVW",1,1e-04,-0.058,0.082,-0.218,0.102,0.32
"MVMR-IVW",1,1e-06,-0.094,0.086,-0.263,0.075,0.338
"MVMR-IVW",1,1e-08,-0.137,0.084,-0.303,0.028,0.331
"GRAPPLE",1,0.01,-0.071,0.145,-0.355,0.213,0.568
"GRAPPLE",1,1e-04,-0.066,0.174,-0.406,0.275,0.681
"GRAPPLE",1,1e-06,-0.149,0.175,-0.493,0.194,0.687
"GRAPPLE",1,1e-08,-0.248,0.176,-0.594,0.098,0.692
"MVMR-Egger",1,0.01,-0.067,0.074,-0.211,0.077,0.288
"MVMR-Egger",1,1e-04,-0.063,0.082,-0.223,0.097,0.32
"MVMR-Egger",1,1e-06,-0.097,0.086,-0.267,0.072,0.339
"MVMR-Egger",1,1e-08,-0.141,0.084,-0.306,0.024,0.33
"MVMR-Robust",1,0.01,-0.026,0.063,-0.15,0.099,0.249
"MVMR-Robust",1,1e-04,-0.02,0.066,-0.149,0.108,0.257
"MVMR-Robust",1,1e-06,-0.057,0.069,-0.193,0.078,0.271
"MVMR-Robust",1,1e-08,-0.087,0.069,-0.223,0.048,0.271
"MVMR-cML",1,0.01,0.044,0.102,-0.155,0.244,0.399
"MVMR-cML",1,1e-04,0.093,0.126,-0.154,0.341,0.495
"MVMR-cML",1,1e-06,-0.014,0.135,-0.28,0.251,0.531
"MVMR-cML",1,1e-08,-0.25,0.145,-0.535,0.034,0.569
"FLOW-MR",1,0.01,-0.154,0.147,-0.449,0.134,0.583
"FLOW-MR",1,1e-04,-0.154,0.149,-0.461,0.131,0.592
"FLOW-MR",1,1e-06,-0.213,0.162,-0.551,0.092,0.643
"FLOW-MR",1,1e-08,-0.234,0.152,-0.554,0.056,0.61
"MVMR-Horse",1,0.01,-0.053,0.125,-0.301,0.179,0.48
"MVMR-Horse",1,1e-04,-0.051,0.123,-0.279,0.2,0.479
"MVMR-Horse",1,1e-06,-0.113,0.129,-0.376,0.133,0.509
"MVMR-Horse",1,1e-08,-0.163,0.118,-0.402,0.067,0.469
"FLOW-MR-indirect",1,0.01,1.058,0,0.783,1.413,0.63
"FLOW-MR-indirect",1,1e-04,1.057,0,0.741,1.43,0.689
"FLOW-MR-indirect",1,1e-06,1.205,0,0.846,1.71,0.864
"FLOW-MR-indirect",1,1e-08,1.076,0,0.664,1.477,0.813
"MVMR-IVW",1,0.01,0.023,0.069,-0.112,0.157,0.269
"MVMR-IVW",1,1e-04,0.016,0.077,-0.134,0.166,0.3
"MVMR-IVW",1,1e-06,0.037,0.079,-0.118,0.192,0.31
"MVMR-IVW",1,1e-08,0.043,0.083,-0.12,0.205,0.325
"GRAPPLE",1,0.01,0.141,0.134,-0.122,0.404,0.526
"GRAPPLE",1,1e-04,0.153,0.158,-0.156,0.462,0.618
"GRAPPLE",1,1e-06,0.173,0.145,-0.112,0.458,0.57
"GRAPPLE",1,1e-08,0.152,0.148,-0.138,0.443,0.581
"MVMR-Egger",1,0.01,0.022,0.069,-0.113,0.157,0.27
"MVMR-Egger",1,1e-04,0.016,0.077,-0.135,0.166,0.301
"MVMR-Egger",1,1e-06,0.037,0.079,-0.118,0.193,0.311
"MVMR-Egger",1,1e-08,0.042,0.083,-0.121,0.205,0.326
"MVMR-Robust",1,0.01,0.061,0.055,-0.046,0.168,0.214
"MVMR-Robust",1,1e-04,0.061,0.064,-0.065,0.187,0.252
"MVMR-Robust",1,1e-06,0.076,0.068,-0.058,0.21,0.268
"MVMR-Robust",1,1e-08,0.059,0.075,-0.087,0.205,0.292
"MVMR-cML",1,0.01,0.446,0.129,0.192,0.7,0.508
"MVMR-cML",1,1e-04,0.503,0.155,0.2,0.807,0.607
"MVMR-cML",1,1e-06,0.518,0.141,0.242,0.795,0.553
"MVMR-cML",1,1e-08,0.492,0.141,0.217,0.768,0.551
"FLOW-MR",1,0.01,0.13,0.114,-0.088,0.36,0.448
"FLOW-MR",1,1e-04,0.115,0.124,-0.125,0.362,0.487
"FLOW-MR",1,1e-06,0.131,0.121,-0.103,0.372,0.475
"FLOW-MR",1,1e-08,0.116,0.134,-0.15,0.383,0.533
"MVMR-Horse",1,0.01,0.094,0.094,-0.09,0.275,0.365
"MVMR-Horse",1,1e-04,0.08,0.101,-0.115,0.281,0.396
"MVMR-Horse",1,1e-06,0.099,0.101,-0.102,0.297,0.399
"MVMR-Horse",1,1e-08,0.073,0.108,-0.139,0.285,0.424
"FLOW-MR-indirect",1,0.01,0.668,0,0.399,0.958,0.559
"FLOW-MR-indirect",1,1e-04,0.725,0,0.41,1.035,0.625
"FLOW-MR-indirect",1,1e-06,0.675,0,0.403,0.99,0.587
"FLOW-MR-indirect",1,1e-08,0.741,0,0.434,1.125,0.691
"MVMR-IVW",1,0.01,-0.029,0.064,-0.154,0.095,0.249
"MVMR-IVW",1,1e-04,-0.048,0.069,-0.184,0.088,0.272
"MVMR-IVW",1,1e-06,-0.063,0.073,-0.207,0.081,0.288
"MVMR-IVW",1,1e-08,-0.084,0.076,-0.232,0.064,0.296
"GRAPPLE",1,0.01,-0.118,0.107,-0.326,0.091,0.417
"GRAPPLE",1,1e-04,-0.15,0.114,-0.375,0.074,0.449
"GRAPPLE",1,1e-06,-0.13,0.119,-0.364,0.103,0.467
"GRAPPLE",1,1e-08,-0.173,0.121,-0.409,0.063,0.472
"MVMR-Egger",1,0.01,-0.032,0.063,-0.156,0.093,0.249
"MVMR-Egger",1,1e-04,-0.048,0.069,-0.184,0.088,0.272
"MVMR-Egger",1,1e-06,-0.064,0.074,-0.208,0.081,0.289
"MVMR-Egger",1,1e-08,-0.079,0.076,-0.228,0.07,0.298
"MVMR-Robust",1,0.01,-0.078,0.055,-0.185,0.029,0.214
"MVMR-Robust",1,1e-04,-0.104,0.055,-0.213,0.004,0.217
