"Method","Trait","pval","estimate","se","lower","upper","length"
"GRAPPLE",1,0.01,0.201,0.258,-0.305,0.707,1.012
"GRAPPLE",1,1e-04,0.097,0.228,-0.351,0.545,0.896
"GRAPPLE",1,1e-06,0.054,0.236,-0.408,0.517,0.925
"GRAPPLE",1,1e-08,-0.011,0.25,-0.501,0.48,0.981
"MVMR-Egger",1,0.01,0.039,0.061,-0.08,0.158,0.238
"MVMR-Egger",1,1e-04,0.026,0.07,-0.112,0.163,0.275
"MVMR-Egger",1,1e-06,0.022,0.078,-0.131,0.174,0.305
"MVMR-Egger",1,1e-08,0.007,0.089,-0.167,0.182,0.349
"MVMR-Robust",1,0.01,0.067,0.045,-0.021,0.155,0.176
"MVMR-Robust",1,1e-04,0.043,0.049,-0.052,0.139,0.191
"MVMR-Robust",1,1e-06,0.025,0.052,-0.076,0.127,0.203
"MVMR-Robust",1,1e-08,0.016,0.058,-0.098,0.13,0.228
"MVMR-cML",1,0.01,0.904,0.228,0.458,1.351,0.893
"MVMR-cML",1,1e-04,0.6,0.192,0.223,0.977,0.754
"MVMR-cML",1,1e-06,0.502,0.222,0.067,0.938,0.871
"MVMR-cML",1,1e-08,0.239,0.173,-0.1,0.578,0.678
"FLOW-MR",1,0.01,0.211,0.19,-0.153,0.604,0.757
"FLOW-MR",1,1e-04,0.151,0.179,-0.19,0.512,0.702
"FLOW-MR",1,1e-06,0.141,0.183,-0.215,0.516,0.731
"FLOW-MR",1,1e-08,0.143,0.201,-0.243,0.554,0.797
"MVMR-Horse",1,0.01,0.092,0.083,-0.07,0.251,0.321
"MVMR-Horse",1,1e-04,0.06,0.08,-0.098,0.219,0.317
"MVMR-Horse",1,1e-06,0.042,0.084,-0.12,0.212,0.332
"MVMR-Horse",1,1e-08,0.034,0.092,-0.142,0.215,0.357
"FLOW-MR-indirect",1,0.01,0.805,0,0.472,1.155,0.683
"FLOW-MR-indirect",1,1e-04,0.844,0,0.525,1.18,0.655
"FLOW-MR-indirect",1,1e-06,0.861,0,0.545,1.201,0.656
"FLOW-MR-indirect",1,1e-08,0.842,0,0.486,1.227,0.741
"MVMR-IVW",1,0.01,0.134,0.061,0.014,0.253,0.239
"MVMR-IVW",1,1e-04,0.185,0.074,0.04,0.33,0.29
"MVMR-IVW",1,1e-06,0.152,0.083,-0.011,0.315,0.326
"MVMR-IVW",1,1e-08,0.159,0.091,-0.02,0.338,0.358
"GRAPPLE",1,0.01,1.071,0.427,0.234,1.908,1.674
"GRAPPLE",1,1e-04,1.713,0.71,0.321,3.105,2.784
"GRAPPLE",1,1e-06,1.932,1.205,-0.43,4.295,4.725
"GRAPPLE",1,1e-08,0.746,0.375,0.012,1.48,1.468
"MVMR-Egger",1,0.01,0.137,0.061,0.017,0.257,0.24
"MVMR-Egger",1,1e-04,0.195,0.074,0.05,0.34,0.29
"MVMR-Egger",1,1e-06,0.166,0.083,0.003,0.329,0.326
"MVMR-Egger",1,1e-08,0.176,0.092,-0.004,0.356,0.36
"MVMR-Robust",1,0.01,0.113,0.066,-0.016,0.242,0.258
"MVMR-Robust",1,1e-04,0.16,0.086,-0.009,0.328,0.337
"MVMR-Robust",1,1e-06,0.11,0.089,-0.064,0.285,0.349
"MVMR-Robust",1,1e-08,0.131,0.098,-0.06,0.323,0.383
"MVMR-cML",1,0.01,1.029,0.179,0.678,1.379,0.701
"MVMR-cML",1,1e-04,1.137,0.22,0.706,1.569,0.863
"MVMR-cML",1,1e-06,0.901,0.211,0.487,1.315,0.828
"MVMR-cML",1,1e-08,0.911,0.218,0.485,1.338,0.853
"FLOW-MR",1,0.01,0.388,0.196,0.02,0.788,0.768
"FLOW-MR",1,1e-04,0.482,0.201,0.095,0.891,0.796
"FLOW-MR",1,1e-06,0.373,0.201,-0.013,0.785,0.798
"FLOW-MR",1,1e-08,0.371,0.204,-0.016,0.777,0.793
"MVMR-Horse",1,0.01,0.221,0.104,0.018,0.43,0.412
"MVMR-Horse",1,1e-04,0.281,0.112,0.06,0.514,0.454
"MVMR-Horse",1,1e-06,0.176,0.115,-0.039,0.41,0.449
"MVMR-Horse",1,1e-08,0.193,0.132,-0.048,0.471,0.519
"FLOW-MR-indirect",1,0.01,0.633,0,0.294,0.96,0.666
"FLOW-MR-indirect",1,1e-04,0.579,0,0.232,0.925,0.693
"FLOW-MR-indirect",1,1e-06,0.667,0,0.317,1.024,0.707
"FLOW-MR-indirect",1,1e-08,0.649,0,0.306,1.019,0.713
"MVMR-IVW",1,0.01,0.091,0.057,-0.021,0.204,0.225
"MVMR-IVW",1,1e-04,0.121,0.068,-0.011,0.254,0.265
"MVMR-IVW",1,1e-06,0.145,0.076,-0.003,0.293,0.296
"MVMR-IVW",1,1e-08,0.169,0.085,0.003,0.336,0.333
"GRAPPLE",1,0.01,0.293,0.176,-0.051,0.637,0.688
"GRAPPLE",1,1e-04,0.441,0.206,0.038,0.844,0.806
"GRAPPLE",1,1e-06,0.506,0.208,0.097,0.914,0.817
"GRAPPLE",1,1e-08,0.574,0.221,0.142,1.006,0.864
"MVMR-Egger",1,0.01,0.089,0.058,-0.023,0.202,0.225
"MVMR-Egger",1,1e-04,0.122,0.068,-0.011,0.255,0.266
"MVMR-Egger",1,1e-06,0.146,0.076,-0.003,0.294,0.297
"MVMR-Egger",1,1e-08,0.17,0.085,0.003,0.337,0.334
"MVMR-Robust",1,0.01,0.075,0.068,-0.059,0.208,0.267
"MVMR-Robust",1,1e-04,0.104,0.087,-0.066,0.274,0.34
"MVMR-Robust",1,1e-06,0.132,0.1,-0.065,0.328,0.393
"MVMR-Robust",1,1e-08,0.168,0.119,-0.065,0.401,0.466
"MVMR-cML",1,0.01,1.047,0.174,0.706,1.389,0.683
"MVMR-cML",1,1e-04,1.126,0.201,0.732,1.52,0.788
"MVMR-cML",1,1e-06,1.116,0.199,0.725,1.507,0.782
"MVMR-cML",1,1e-08,1.193,0.226,0.751,1.635,0.884
"FLOW-MR",1,0.01,0.273,0.194,-0.081,0.676,0.757
"FLOW-MR",1,1e-04,0.346,0.195,-0.01,0.763,0.773
"FLOW-MR",1,1e-06,0.365,0.191,-0.004,0.747,0.751
"FLOW-MR",1,1e-08,0.402,0.192,0.034,0.783,0.749
"MVMR-Horse",1,0.01,0.163,0.107,-0.039,0.377,0.416
"MVMR-Horse",1,1e-04,0.205,0.117,-0.024,0.435,0.459
"MVMR-Horse",1,1e-06,0.256,0.131,-0.001,0.515,0.516
"MVMR-Horse",1,1e-08,0.348,0.138,0.077,0.602,0.525
"FLOW-MR-indirect",1,0.01,0.667,0,0.366,0.961,0.595
"FLOW-MR-indirect",1,1e-04,0.618,0,0.293,0.938,0.645
"FLOW-MR-indirect",1,1e-06,0.594,0,0.292,0.927,0.635
"FLOW-MR-indirect",1,1e-08,0.562,0,0.261,0.878,0.617
"MVMR-IVW",1,0.01,-0.072,0.064,-0.197,0.053,0.25
"MVMR-IVW",1,1e-04,-0.054,0.073,-0.197,0.089,0.286
"MVMR-IVW",1,1e-06,-0.003,0.081,-0.163,0.156,0.319
"MVMR-IVW",1,1e-08,-0.023,0.091,-0.201,0.154,0.355
"GRAPPLE",1,0.01,-0.251,0.206,-0.654,0.152,0.806
"GRAPPLE",1,1e-04,-0.133,0.191,-0.507,0.241,0.748
"GRAPPLE",1,1e-06,0.053,0.186,-0.311,0.417,0.728
"GRAPPLE",1,1e-08,0.008,0.192,-0.367,0.384,0.751
"MVMR-Egger",1,0.01,-0.075,0.064,-0.201,0.052,0.253
"MVMR-Egger",1,1e-04,-0.051,0.073,-0.195,0.092,0.287
"MVMR-Egger",1,1e-06,0.001,0.081,-0.158,0.161,0.319
"MVMR-Egger",1,1e-08,-0.021,0.091,-0.198,0.157,0.355
"MVMR-Robust",1,0.01,-0.049,0.071,-0.188,0.09,0.278
"MVMR-Robust",1,1e-04,-0.018,0.087,-0.189,0.153,0.342
"MVMR-Robust",1,1e-06,0.046,0.088,-0.126,0.218,0.344
"MVMR-Robust",1,1e-08,0.031,0.095,-0.155,0.216,0.371
"MVMR-cML",1,0.01,-1.023,0.218,-1.45,-0.596,0.854
"MVMR-cML",1,1e-04,-0.898,0.236,-1.36,-0.436,0.924
"MVMR-cML",1,1e-06,0.826,0.232,0.372,1.28,0.908
"MVMR-cML",1,1e-08,0.691,0.203,0.294,1.088,0.794
"FLOW-MR",1,0.01,-0.04,0.19,-0.408,0.339,0.747
"FLOW-MR",1,1e-04,0.03,0.187,-0.332,0.404,0.736
"FLOW-MR",1,1e-06,0.151,0.182,-0.205,0.509,0.714
"FLOW-MR",1,1e-08,0.102,0.187,-0.26,0.473,0.733
"MVMR-Horse",1,0.01,-0.068,0.108,-0.278,0.141,0.419
"MVMR-Horse",1,1e-04,0.006,0.119,-0.23,0.237,0.467
"MVMR-Horse",1,1e-06,0.1,0.11,-0.12,0.308,0.428
"MVMR-Horse",1,1e-08,0.065,0.106,-0.145,0.272,0.417
"FLOW-MR-indirect",1,0.01,0.977,0,0.663,1.354,0.691
"FLOW-MR-indirect",1,1e-04,0.916,0,0.601,1.272,0.671
"FLOW-MR-indirect",1,1e-06,0.835,0,0.536,1.158,0.622
"FLOW-MR-indirect",1,1e-08,0.843,0,0.533,1.174,0.641
"MVMR-IVW",1,0.01,0.099,0.057,-0.012,0.211,0.223
"MVMR-IVW",1,1e-04,0.128,0.068,-0.005,0.26,0.265
"MVMR-IVW",1,1e-06,0.128,0.077,-0.024,0.279,0.303
"MVMR-IVW",1,1e-08,0.206,0.094,0.022,0.391,0.369
"GRAPPLE",1,0.01,0.164,0.214,-0.254,0.583,0.837
"GRAPPLE",1,1e-04,0.219,0.208,-0.189,0.628,0.817
"GRAPPLE",1,1e-06,0.143,0.243,-0.334,0.619,0.953
"GRAPPLE",1,1e-08,0.678,0.416,-0.138,1.495,1.633
"MVMR-Egger",1,0.01,0.1,0.057,-0.012,0.212,0.224
"MVMR-Egger",1,1e-04,0.13,0.068,-0.003,0.263,0.266
"MVMR-Egger",1,1e-06,0.131,0.078,-0.021,0.283,0.304
"MVMR-Egger",1,1e-08,0.203,0.094,0.018,0.387,0.369
"MVMR-Robust",1,0.01,0.046,0.057,-0.065,0.157,0.222
"MVMR-Robust",1,1e-04,0.069,0.066,-0.06,0.199,0.259
"MVMR-Robust",1,1e-06,0.054,0.075,-0.093,0.2,0.293
"MVMR-Robust",1,1e-08,0.124,0.093,-0.058,0.305,0.363
"MVMR-cML",1,0.01,-0.64,0.173,-0.98,-0.3,0.68
"MVMR-cML",1,1e-04,-0.463,0.167,-0.791,-0.135,0.656
"MVMR-cML",1,1e-06,-0.69,0.246,-1.172,-0.208,0.964
"MVMR-cML",1,1e-08,-0.539,0.245,-1.019,-0.059,0.96
"FLOW-MR",1,0.01,0.254,0.185,-0.086,0.65,0.736
"FLOW-MR",1,1e-04,0.311,0.186,-0.042,0.694,0.736
"FLOW-MR",1,1e-06,0.284,0.201,-0.099,0.694,0.793
"FLOW-MR",1,1e-08,0.456,0.231,-0.004,0.913,0.917
"MVMR-Horse",1,0.01,0.094,0.1,-0.098,0.293,0.391
"MVMR-Horse",1,1e-04,0.122,0.1,-0.064,0.316,0.38
"MVMR-Horse",1,1e-06,0.091,0.11,-0.111,0.32,0.431
"MVMR-Horse",1,1e-08,0.212,0.142,-0.061,0.497,0.558
"FLOW-MR-indirect",1,0.01,0.722,0,0.421,1.028,0.607
"FLOW-MR-indirect",1,1e-04,0.696,0,0.385,1.01,0.625
"FLOW-MR-indirect",1,1e-06,0.727,0,0.38,1.062,0.682
"FLOW-MR-indirect",1,1e-08,0.578,0,0.19,0.989,0.799
"MVMR-IVW",1,0.01,-0.005,0.063,-0.129,0.118,0.247
"MVMR-IVW",1,1e-04,-0.016,0.073,-0.158,0.127,0.285
"MVMR-IVW",1,1e-06,-0.046,0.084,-0.21,0.118,0.328
"MVMR-IVW",1,1e-08,-0.065,0.093,-0.248,0.117,0.365
"GRAPPLE",1,0.01,-0.077,0.287,-0.639,0.485,1.124
"GRAPPLE",1,1e-04,-0.124,0.231,-0.577,0.328,0.905
"GRAPPLE",1,1e-06,-0.204,0.264,-0.72,0.313,1.033
"GRAPPLE",1,1e-08,-0.206,0.256,-0.708,0.295,1.003
"MVMR-Egger",1,0.01,0.001,0.063,-0.122,0.125,0.247
"MVMR-Egger",1,1e-04,-0.008,0.073,-0.15,0.135,0.285
"MVMR-Egger",1,1e-06,-0.038,0.083,-0.201,0.124,0.325
"MVMR-Egger",1,1e-08,-0.046,0.093,-0.229,0.136,0.365
"MVMR-Robust",1,0.01,0.002,0.062,-0.119,0.124,0.243
"MVMR-Robust",1,1e-04,-0.006,0.069,-0.141,0.128,0.269
"MVMR-Robust",1,1e-06,-0.042,0.08,-0.199,0.116,0.315
"MVMR-Robust",1,1e-08,-0.059,0.084,-0.224,0.106,0.33
"MVMR-cML",1,0.01,-1.066,0.18,-1.418,-0.714,0.704
"MVMR-cML",1,1e-04,-1.087,0.231,-1.539,-0.635,0.904
"MVMR-cML",1,1e-06,-1.143,0.224,-1.582,-0.703,0.879
"MVMR-cML",1,1e-08,-1.173,0.266,-1.695,-0.652,1.043
"FLOW-MR",1,0.01,0.177,0.25,-0.333,0.671,1.004
"FLOW-MR",1,1e-04,0.106,0.204,-0.297,0.509,0.806
"FLOW-MR",1,1e-06,0.039,0.226,-0.405,0.485,0.89
"FLOW-MR",1,1e-08,0.024,0.224,-0.411,0.482,0.893
"MVMR-Horse",1,0.01,-0.013,0.104,-0.216,0.193,0.409
"MVMR-Horse",1,1e-04,-0.019,0.103,-0.217,0.184,0.401
"MVMR-Horse",1,1e-06,-0.106,0.115,-0.332,0.119,0.451
"MVMR-Horse",1,1e-08,-0.101,0.122,-0.351,0.136,0.487
"FLOW-MR-indirect",1,0.01,0.788,0,0.378,1.254,0.876
"FLOW-MR-indirect",1,1e-04,0.799,0,0.461,1.164,0.703
"FLOW-MR-indirect",1,1e-06,0.875,0,0.488,1.298,0.81
"FLOW-MR-indirect",1,1e-08,0.855,0,0.465,1.262,0.797
"MVMR-IVW",1,0.01,0.044,0.055,-0.064,0.152,0.216
"MVMR-IVW",1,1e-04,0.07,0.067,-0.061,0.2,0.261
"MVMR-IVW",1,1e-06,0.098,0.078,-0.055,0.25,0.305
"MVMR-IVW",1,1e-08,0.086,0.09,-0.09,0.263,0.353
"GRAPPLE",1,0.01,0.096,0.24,-0.374,0.566,0.94
"GRAPPLE",1,1e-04,0.219,0.259,-0.289,0.728,1.017
"GRAPPLE",1,1e-06,0.357,0.328,-0.285,1,1.285
"GRAPPLE",1,1e-08,0.313,0.403,-0.477,1.103,1.58
"MVMR-Egger",1,0.01,0.044,0.055,-0.064,0.153,0.217
"MVMR-Egger",1,1e-04,0.069,0.067,-0.062,0.2,0.262
"MVMR-Egger",1,1e-06,0.099,0.078,-0.054,0.251,0.305
"MVMR-Egger",1,1e-08,0.086,0.09,-0.09,0.263,0.353
"MVMR-Robust",1,0.01,0.044,0.052,-0.057,0.145,0.202
"MVMR-Robust",1,1e-04,0.078,0.061,-0.041,0.197,0.238
"MVMR-Robust",1,1e-06,0.11,0.071,-0.029,0.248,0.277
"MVMR-Robust",1,1e-08,0.101,0.082,-0.06,0.262,0.322
"MVMR-cML",1,0.01,0.662,0.193,0.284,1.04,0.756
"MVMR-cML",1,1e-04,0.688,0.181,0.333,1.043,0.71
"MVMR-cML",1,1e-06,0.947,0.251,0.455,1.439,0.984
"MVMR-cML",1,1e-08,0.949,0.275,0.409,1.489,1.08
"FLOW-MR",1,0.01,0.253,0.18,-0.089,0.615,0.704
"FLOW-MR",1,1e-04,0.268,0.18,-0.077,0.638,0.715
"FLOW-MR",1,1e-06,0.337,0.195,-0.041,0.74,0.781
"FLOW-MR",1,1e-08,0.278,0.199,-0.115,0.681,0.796
"MVMR-Horse",1,0.01,0.087,0.081,-0.072,0.247,0.319
"MVMR-Horse",1,1e-04,0.122,0.091,-0.059,0.301,0.36
"MVMR-Horse",1,1e-06,0.168,0.095,-0.019,0.35,0.369
"MVMR-Horse",1,1e-08,0.152,0.11,-0.065,0.358,0.423
"FLOW-MR-indirect",1,0.01,0.766,0,0.463,1.085,0.622
"FLOW-MR-indirect",1,1e-04,0.754,0,0.451,1.083,0.632
"FLOW-MR-indirect",1,1e-06,0.713,0,0.377,1.062,0.685
"FLOW-MR-indirect",1,1e-08,0.752,0,0.413,1.127,0.714
"MVMR-IVW",1,0.01,0.153,0.056,0.043,0.262,0.219
"MVMR-IVW",1,1e-04,0.169,0.068,0.035,0.303,0.268
"MVMR-IVW",1,1e-06,0.172,0.076,0.024,0.32,0.296
"MVMR-IVW",1,1e-08,0.204,0.086,0.035,0.373,0.338
"GRAPPLE",1,0.01,0.517,0.232,0.063,0.972,0.909
"GRAPPLE",1,1e-04,0.585,0.304,-0.01,1.18,1.19
"GRAPPLE",1,1e-06,0.494,0.284,-0.064,1.051,1.115
"GRAPPLE",1,1e-08,0.602,0.315,-0.015,1.22,1.235
"MVMR-Egger",1,0.01,0.15,0.056,0.041,0.259,0.218
"MVMR-Egger",1,1e-04,0.161,0.068,0.028,0.294,0.266
"MVMR-Egger",1,1e-06,0.165,0.075,0.017,0.312,0.295
"MVMR-Egger",1,1e-08,0.202,0.086,0.034,0.37,0.336
"MVMR-Robust",1,0.01,0.132,0.051,0.032,0.231,0.199
"MVMR-Robust",1,1e-04,0.143,0.065,0.015,0.271,0.256
"MVMR-Robust",1,1e-06,0.15,0.071,0.01,0.289,0.279
"MVMR-Robust",1,1e-08,0.185,0.079,0.029,0.34,0.311
"MVMR-cML",1,0.01,1.232,0.232,0.777,1.688,0.911
"MVMR-cML",1,1e-04,1.194,0.264,0.677,1.712,1.035
"MVMR-cML",1,1e-06,1.159,0.262,0.645,1.673,1.028
"MVMR-cML",1,1e-08,1.386,0.316,0.768,2.005,1.237
"FLOW-MR",1,0.01,0.412,0.172,0.096,0.779,0.683
"FLOW-MR",1,1e-04,0.464,0.194,0.104,0.87,0.766
"FLOW-MR",1,1e-06,0.412,0.185,0.068,0.784,0.716
"FLOW-MR",1,1e-08,0.453,0.193,0.097,0.847,0.75
"MVMR-Horse",1,0.01,0.212,0.083,0.045,0.373,0.328
"MVMR-Horse",1,1e-04,0.229,0.102,0.028,0.43,0.402
"MVMR-Horse",1,1e-06,0.232,0.107,0.025,0.437,0.412
"MVMR-Horse",1,1e-08,0.301,0.114,0.079,0.523,0.444
"FLOW-MR-indirect",1,0.01,0.534,0,0.242,0.803,0.561
"FLOW-MR-indirect",1,1e-04,0.532,0,0.19,0.85,0.66
"FLOW-MR-indirect",1,1e-06,0.544,0,0.235,0.862,0.627
"FLOW-MR-indirect",1,1e-08,0.517,0,0.185,0.846,0.661
"MVMR-IVW",1,0.01,0.129,0.056,0.019,0.239,0.22
"MVMR-IVW",1,1e-04,0.114,0.067,-0.018,0.247,0.265
"MVMR-IVW",1,1e-06,0.102,0.073,-0.041,0.245,0.286
"MVMR-IVW",1,1e-08,0.089,0.08,-0.067,0.246,0.313
"GRAPPLE",1,0.01,0.522,0.204,0.123,0.921,0.798
"GRAPPLE",1,1e-04,0.403,0.216,-0.02,0.826,0.846
"GRAPPLE",1,1e-06,0.266,0.189,-0.105,0.636,0.741
"GRAPPLE",1,1e-08,0.212,0.173,-0.126,0.551,0.677
"MVMR-Egger",1,0.01,0.13,0.056,0.019,0.24,0.221
"MVMR-Egger",1,1e-04,0.116,0.067,-0.016,0.248,0.264
"MVMR-Egger",1,1e-06,0.102,0.073,-0.041,0.245,0.286
"MVMR-Egger",1,1e-08,0.09,0.08,-0.067,0.247,0.314
"MVMR-Robust",1,0.01,0.148,0.052,0.047,0.249,0.202
"MVMR-Robust",1,1e-04,0.137,0.056,0.026,0.247,0.221
"MVMR-Robust",1,1e-06,0.121,0.06,0.004,0.237,0.233
"MVMR-Robust",1,1e-08,0.11,0.063,-0.014,0.234,0.248
"MVMR-cML",1,0.01,1.066,0.195,0.684,1.449,0.765
"MVMR-cML",1,1e-04,1.086,0.223,0.65,1.522,0.872
"MVMR-cML",1,1e-06,0.96,0.203,0.561,1.358,0.797
"MVMR-cML",1,1e-08,0.809,0.18,0.457,1.161,0.704
"FLOW-MR",1,0.01,0.371,0.175,0.048,0.745,0.697
"FLOW-MR",1,1e-04,0.312,0.161,0.006,0.646,0.64
"FLOW-MR",1,1e-06,0.262,0.148,-0.024,0.563,0.587
"FLOW-MR",1,1e-08,0.223,0.153,-0.07,0.528,0.598
"MVMR-Horse",1,0.01,0.28,0.084,0.118,0.446,0.328
"MVMR-Horse",1,1e-04,0.222,0.087,0.05,0.39,0.34
"MVMR-Horse",1,1e-06,0.19,0.089,0.02,0.368,0.348
"MVMR-Horse",1,1e-08,0.157,0.089,-0.013,0.344,0.357
"FLOW-MR-indirect",1,0.01,0.64,0,0.34,0.93,0.59
"FLOW-MR-indirect",1,1e-04,0.666,0,0.396,0.94,0.544
"FLOW-MR-indirect",1,1e-06,0.668,0,0.423,0.937,0.514
"FLOW-MR-indirect",1,1e-08,0.686,0,0.437,0.947,0.51
"MVMR-IVW",1,0.01,0.074,0.062,-0.047,0.195,0.242
"MVMR-IVW",1,1e-04,0.118,0.076,-0.03,0.266,0.296
"MVMR-IVW",1,1e-06,0.147,0.084,-0.017,0.311,0.328
"MVMR-IVW",1,1e-08,0.138,0.093,-0.044,0.32,0.364
"GRAPPLE",1,0.01,0.277,0.284,-0.281,0.834,1.115
"GRAPPLE",1,1e-04,0.401,0.302,-0.191,0.993,1.184
"GRAPPLE",1,1e-06,0.468,0.279,-0.079,1.016,1.095
"GRAPPLE",1,1e-08,0.394,0.298,-0.19,0.979,1.169
"MVMR-Egger",1,0.01,0.075,0.062,-0.046,0.197,0.243
"MVMR-Egger",1,1e-04,0.117,0.076,-0.031,0.266,0.297
"MVMR-Egger",1,1e-06,0.144,0.084,-0.02,0.308,0.328
"MVMR-Egger",1,1e-08,0.138,0.093,-0.045,0.321,0.366
"MVMR-Robust",1,0.01,0.081,0.058,-0.033,0.194,0.227
"MVMR-Robust",1,1e-04,0.123,0.065,-0.005,0.251,0.256
"MVMR-Robust",1,1e-06,0.15,0.07,0.012,0.288,0.276
"MVMR-Robust",1,1e-08,0.136,0.079,-0.019,0.29,0.309
"MVMR-cML",1,0.01,0.972,0.211,0.559,1.386,0.827
"MVMR-cML",1,1e-04,0.963,0.193,0.585,1.341,0.756
"MVMR-cML",1,1e-06,1.219,0.267,0.696,1.743,1.047
"MVMR-cML",1,1e-08,1.159,0.273,0.625,1.693,1.068
"FLOW-MR",1,0.01,0.319,0.175,-0.005,0.679,0.684
"FLOW-MR",1,1e-04,0.373,0.197,0.016,0.788,0.772
"FLOW-MR",1,1e-06,0.402,0.202,0.021,0.821,0.8
"FLOW-MR",1,1e-08,0.376,0.202,-0.012,0.796,0.808
"MVMR-Horse",1,0.01,0.215,0.096,0.019,0.399,0.38
"MVMR-Horse",1,1e-04,0.3,0.108,0.084,0.513,0.429
"MVMR-Horse",1,1e-06,0.295,0.11,0.085,0.51,0.425
"MVMR-Horse",1,1e-08,0.267,0.118,0.034,0.489,0.455
"FLOW-MR-indirect",1,0.01,0.624,0,0.322,0.915,0.593
"FLOW-MR-indirect",1,1e-04,0.586,0,0.249,0.9,0.651
"FLOW-MR-indirect",1,1e-06,0.576,0,0.229,0.912,0.683
"FLOW-MR-indirect",1,1e-08,0.587,0,0.246,0.932,0.686
"MVMR-IVW",1,0.01,0.05,0.058,-0.064,0.164,0.228
"MVMR-IVW",1,1e-04,0.056,0.065,-0.071,0.182,0.253
"MVMR-IVW",1,1e-06,0.054,0.073,-0.089,0.198,0.287
"MVMR-IVW",1,1e-08,0.034,0.085,-0.133,0.201,0.334
"GRAPPLE",1,0.01,0.242,0.203,-0.156,0.64,0.796
"GRAPPLE",1,1e-04,0.195,0.15,-0.1,0.489,0.589
"GRAPPLE",1,1e-06,0.182,0.155,-0.122,0.486,0.608
"GRAPPLE",1,1e-08,0.163,0.184,-0.197,0.523,0.72
"MVMR-Egger",1,0.01,0.047,0.058,-0.068,0.161,0.229
"MVMR-Egger",1,1e-04,0.056,0.065,-0.071,0.183,0.254
"MVMR-Egger",1,1e-06,0.057,0.073,-0.087,0.201,0.288
"MVMR-Egger",1,1e-08,0.039,0.085,-0.128,0.206,0.334
"MVMR-Robust",1,0.01,0.09,0.058,-0.024,0.204,0.228
"MVMR-Robust",1,1e-04,0.103,0.063,-0.021,0.227,0.248
"MVMR-Robust",1,1e-06,0.098,0.072,-0.042,0.239,0.281
"MVMR-Robust",1,1e-08,0.078,0.087,-0.093,0.249,0.342
"MVMR-cML",1,0.01,0.977,0.208,0.569,1.386,0.817
"MVMR-cML",1,1e-04,0.944,0.192,0.568,1.319,0.751
"MVMR-cML",1,1e-06,1.015,0.212,0.598,1.431,0.833
"MVMR-cML",1,1e-08,0.906,0.215,0.483,1.328,0.845
"FLOW-MR",1,0.01,0.24,0.15,-0.044,0.547,0.591
"FLOW-MR",1,1e-04,0.231,0.147,-0.052,0.532,0.584
"FLOW-MR",1,1e-06,0.206,0.16,-0.101,0.527,0.628
"FLOW-MR",1,1e-08,0.179,0.181,-0.169,0.549,0.718
"MVMR-Horse",1,0.01,0.191,0.083,0.028,0.357,0.329
"MVMR-Horse",1,1e-04,0.176,0.077,0.022,0.327,0.305
"MVMR-Horse",1,1e-06,0.184,0.089,0.004,0.356,0.352
"MVMR-Horse",1,1e-08,0.173,0.103,-0.032,0.376,0.408
"FLOW-MR-indirect",1,0.01,0.629,0,0.384,0.879,0.495
"FLOW-MR-indirect",1,1e-04,0.637,0,0.398,0.89,0.492
"FLOW-MR-indirect",1,1e-06,0.652,0,0.388,0.932,0.544
"FLOW-MR-indirect",1,1e-08,0.672,0,0.379,1,0.621
"MVMR-IVW",1,0.01,0.042,0.056,-0.068,0.153,0.221
"MVMR-IVW",1,1e-04,0.025,0.065,-0.103,0.152,0.255
"MVMR-IVW",1,1e-06,0.048,0.073,-0.095,0.19,0.285
"MVMR-IVW",1,1e-08,0.07,0.086,-0.099,0.238,0.337
"GRAPPLE",1,0.01,0.188,0.193,-0.19,0.565,0.755
"GRAPPLE",1,1e-04,0.118,0.19,-0.254,0.49,0.744
"GRAPPLE",1,1e-06,0.181,0.216,-0.242,0.605,0.847
"GRAPPLE",1,1e-08,0.305,0.268,-0.221,0.831,1.052
"MVMR-Egger",1,0.01,0.041,0.057,-0.07,0.152,0.222
"MVMR-Egger",1,1e-04,0.025,0.066,-0.103,0.154,0.257
"MVMR-Egger",1,1e-06,0.053,0.073,-0.09,0.196,0.286
"MVMR-Egger",1,1e-08,0.074,0.086,-0.095,0.244,0.339
"MVMR-Robust",1,0.01,0.067,0.053,-0.036,0.17,0.206
"MVMR-Robust",1,1e-04,0.049,0.062,-0.072,0.17,0.242
"MVMR-Robust",1,1e-06,0.072,0.069,-0.063,0.206,0.269
"MVMR-Robust",1,1e-08,0.104,0.083,-0.059,0.266,0.325
"MVMR-cML",1,0.01,0.856,0.194,0.475,1.237,0.762
"MVMR-cML",1,1e-04,-0.406,0.172,-0.743,-0.069,0.674
"MVMR-cML",1,1e-06,0.796,0.249,0.308,1.285,0.977
"MVMR-cML",1,1e-08,0.974,0.267,0.451,1.497,1.046
"FLOW-MR",1,0.01,0.318,0.189,-0.048,0.696,0.744
"FLOW-MR",1,1e-04,0.229,0.189,-0.125,0.609,0.734
"FLOW-MR",1,1e-06,0.243,0.185,-0.104,0.612,0.716
"FLOW-MR",1,1e-08,0.31,0.205,-0.084,0.718,0.802
"MVMR-Horse",1,0.01,0.138,0.092,-0.043,0.316,0.359
"MVMR-Horse",1,1e-04,0.085,0.094,-0.108,0.269,0.377
"MVMR-Horse",1,1e-06,0.116,0.097,-0.075,0.302,0.377
