"Method","Trait","pval","estimate","se","lower","upper","length"
"FLOW-MR","1","1e-04",0.07,0.25,-0.424,0.567,0.991
"FLOW-MR","1","1e-06",-0.034,0.276,-0.585,0.514,1.099
"FLOW-MR","1","1e-08",-0.008,0.31,-0.601,0.628,1.229
"MVMR-Horse","1","0.01",-0.214,0.145,-0.502,0.059,0.561
"MVMR-Horse","1","1e-04",-0.256,0.179,-0.623,0.082,0.705
"MVMR-Horse","1","1e-06",-0.365,0.172,-0.701,-0.035,0.666
"MVMR-Horse","1","1e-08",-0.416,0.18,-0.758,-0.054,0.704
"FLOW-MR-indirect","1","0.01",0.976,0,0.603,1.436,0.833
"FLOW-MR-indirect","1","1e-04",1.026,0,0.624,1.502,0.878
"FLOW-MR-indirect","1","1e-06",1.152,0,0.695,1.713,1.018
"FLOW-MR-indirect","1","1e-08",1.208,0,0.667,1.804,1.137
"MVMR-IVW","1","0.01",0.11,0.057,-0.002,0.222,0.224
"MVMR-IVW","1","1e-04",0.117,0.064,-0.008,0.243,0.251
"MVMR-IVW","1","1e-06",0.14,0.073,-0.004,0.283,0.287
"MVMR-IVW","1","1e-08",0.177,0.08,0.02,0.334,0.314
"GRAPPLE","1","0.01",0.382,0.273,-0.153,0.918,1.071
"GRAPPLE","1","1e-04",0.285,0.258,-0.22,0.79,1.01
"GRAPPLE","1","1e-06",0.329,0.31,-0.278,0.936,1.214
"GRAPPLE","1","1e-08",0.563,0.344,-0.111,1.238,1.349
"MVMR-Egger","1","0.01",0.103,0.058,-0.011,0.216,0.227
"MVMR-Egger","1","1e-04",0.111,0.065,-0.016,0.237,0.253
"MVMR-Egger","1","1e-06",0.138,0.074,-0.007,0.283,0.29
"MVMR-Egger","1","1e-08",0.174,0.08,0.016,0.331,0.315
"MVMR-Robust","1","0.01",0.078,0.063,-0.045,0.201,0.246
"MVMR-Robust","1","1e-04",0.075,0.07,-0.063,0.213,0.276
"MVMR-Robust","1","1e-06",0.086,0.083,-0.077,0.249,0.326
"MVMR-Robust","1","1e-08",0.113,0.098,-0.079,0.305,0.384
"MVMR-cML","1","0.01",1.25,0.222,0.816,1.685,0.869
"MVMR-cML","1","1e-04",1.109,0.209,0.7,1.518,0.818
"MVMR-cML","1","1e-06",1.003,0.206,0.599,1.407,0.808
"MVMR-cML","1","1e-08",1.224,0.26,0.714,1.733,1.019
"FLOW-MR","1","0.01",0.333,0.231,-0.094,0.831,0.925
"FLOW-MR","1","1e-04",0.353,0.234,-0.07,0.846,0.916
"FLOW-MR","1","1e-06",0.397,0.244,-0.051,0.904,0.955
"FLOW-MR","1","1e-08",0.43,0.235,0.001,0.92,0.919
"MVMR-Horse","1","0.01",0.204,0.115,-0.03,0.418,0.448
"MVMR-Horse","1","1e-04",0.166,0.122,-0.067,0.404,0.471
"MVMR-Horse","1","1e-06",0.196,0.131,-0.055,0.447,0.502
"MVMR-Horse","1","1e-08",0.237,0.133,-0.025,0.505,0.53
"FLOW-MR-indirect","1","0.01",0.827,0,0.455,1.208,0.753
"FLOW-MR-indirect","1","1e-04",0.843,0,0.45,1.226,0.776
"FLOW-MR-indirect","1","1e-06",0.822,0,0.397,1.264,0.867
"FLOW-MR-indirect","1","1e-08",0.835,0,0.419,1.249,0.83
"MVMR-IVW","1","0.01",-0.05,0.06,-0.169,0.068,0.237
"MVMR-IVW","1","1e-04",-0.042,0.069,-0.177,0.092,0.269
"MVMR-IVW","1","1e-06",-0.055,0.076,-0.204,0.094,0.298
"MVMR-IVW","1","1e-08",-0.12,0.079,-0.274,0.034,0.308
"GRAPPLE","1","0.01",-0.491,0.397,-1.27,0.287,1.557
"GRAPPLE","1","1e-04",-0.446,0.443,-1.314,0.422,1.736
"GRAPPLE","1","1e-06",-0.42,0.46,-1.321,0.481,1.802
"GRAPPLE","1","1e-08",-0.587,0.353,-1.279,0.104,1.383
"MVMR-Egger","1","0.01",-0.056,0.061,-0.175,0.063,0.238
"MVMR-Egger","1","1e-04",-0.043,0.069,-0.178,0.093,0.271
"MVMR-Egger","1","1e-06",-0.051,0.077,-0.201,0.1,0.301
"MVMR-Egger","1","1e-08",-0.123,0.08,-0.279,0.034,0.313
"MVMR-Robust","1","0.01",-0.071,0.056,-0.181,0.039,0.22
"MVMR-Robust","1","1e-04",-0.065,0.066,-0.195,0.065,0.26
"MVMR-Robust","1","1e-06",-0.058,0.073,-0.202,0.086,0.288
"MVMR-Robust","1","1e-08",-0.129,0.074,-0.273,0.015,0.288
"MVMR-cML","1","0.01",-1.086,0.217,-1.512,-0.661,0.851
"MVMR-cML","1","1e-04",-1.076,0.242,-1.55,-0.601,0.949
"MVMR-cML","1","1e-06",-1.071,0.271,-1.602,-0.54,1.062
"MVMR-cML","1","1e-08",-1.304,0.328,-1.947,-0.661,1.286
"FLOW-MR","1","0.01",-0.074,0.236,-0.557,0.389,0.946
"FLOW-MR","1","1e-04",-0.028,0.244,-0.518,0.443,0.961
"FLOW-MR","1","1e-06",-0.029,0.257,-0.531,0.5,1.031
"FLOW-MR","1","1e-08",-0.169,0.234,-0.617,0.312,0.929
"MVMR-Horse","1","0.01",-0.246,0.115,-0.476,-0.021,0.455
"MVMR-Horse","1","1e-04",-0.253,0.123,-0.494,-0.009,0.485
"MVMR-Horse","1","1e-06",-0.213,0.133,-0.486,0.042,0.528
"MVMR-Horse","1","1e-08",-0.299,0.116,-0.533,-0.076,0.457
"FLOW-MR-indirect","1","0.01",1.1,0,0.716,1.582,0.866
"FLOW-MR-indirect","1","1e-04",1.121,0,0.707,1.586,0.879
"FLOW-MR-indirect","1","1e-06",1.149,0,0.679,1.643,0.964
"FLOW-MR-indirect","1","1e-08",1.249,0,0.814,1.779,0.965
"MVMR-IVW","1","0.01",-0.054,0.058,-0.168,0.06,0.228
"MVMR-IVW","1","1e-04",-0.043,0.062,-0.165,0.079,0.244
"MVMR-IVW","1","1e-06",-0.041,0.062,-0.163,0.082,0.245
"MVMR-IVW","1","1e-08",-0.004,0.071,-0.144,0.136,0.28
"GRAPPLE","1","0.01",-5.232,10.344,-25.506,15.042,40.548
"GRAPPLE","1","1e-04",-0.939,1.198,-3.288,1.409,4.697
"GRAPPLE","1","1e-06",-0.293,0.342,-0.963,0.377,1.34
"GRAPPLE","1","1e-08",-0.006,0.409,-0.808,0.796,1.604
"MVMR-Egger","1","0.01",-0.076,0.06,-0.194,0.042,0.236
"MVMR-Egger","1","1e-04",-0.058,0.064,-0.184,0.067,0.251
"MVMR-Egger","1","1e-06",-0.035,0.065,-0.163,0.092,0.255
"MVMR-Egger","1","1e-08",0.013,0.075,-0.135,0.161,0.296
"MVMR-Robust","1","0.01",-0.04,0.057,-0.152,0.072,0.224
"MVMR-Robust","1","1e-04",-0.033,0.061,-0.152,0.086,0.238
"MVMR-Robust","1","1e-06",-0.025,0.062,-0.147,0.097,0.244
"MVMR-Robust","1","1e-08",0.027,0.072,-0.114,0.169,0.283
"MVMR-cML","1","0.01",0.679,0.178,0.331,1.027,0.696
"MVMR-cML","1","1e-04",0.651,0.195,0.268,1.034,0.766
"MVMR-cML","1","1e-06",-0.511,0.153,-0.81,-0.212,0.598
"MVMR-cML","1","1e-08",0.973,0.305,0.375,1.572,1.197
"FLOW-MR","1","0.01",0.055,0.164,-0.278,0.371,0.649
"FLOW-MR","1","1e-04",0.068,0.18,-0.286,0.42,0.706
"FLOW-MR","1","1e-06",0.042,0.172,-0.305,0.373,0.678
"FLOW-MR","1","1e-08",0.106,0.183,-0.251,0.474,0.725
"MVMR-Horse","1","0.01",-0.178,0.15,-0.467,0.116,0.583
"MVMR-Horse","1","1e-04",-0.071,0.133,-0.335,0.193,0.528
"MVMR-Horse","1","1e-06",-0.035,0.116,-0.265,0.19,0.455
"MVMR-Horse","1","1e-08",0.072,0.126,-0.182,0.312,0.494
"FLOW-MR-indirect","1","0.01",0.931,0,0.662,1.26,0.598
"FLOW-MR-indirect","1","1e-04",0.949,0,0.65,1.277,0.627
"FLOW-MR-indirect","1","1e-06",0.984,0,0.691,1.347,0.656
"FLOW-MR-indirect","1","1e-08",0.937,0,0.626,1.297,0.671
"MVMR-IVW","1","0.01",0.083,0.055,-0.025,0.191,0.216
"MVMR-IVW","1","1e-04",0.061,0.06,-0.057,0.179,0.236
"MVMR-IVW","1","1e-06",0.011,0.063,-0.113,0.134,0.247
"MVMR-IVW","1","1e-08",0.045,0.068,-0.09,0.179,0.269
"GRAPPLE","1","0.01",0.313,0.261,-0.198,0.824,1.022
"GRAPPLE","1","1e-04",0.218,0.303,-0.376,0.812,1.188
"GRAPPLE","1","1e-06",0.048,0.308,-0.555,0.652,1.207
"GRAPPLE","1","1e-08",0.189,0.401,-0.597,0.976,1.573
"MVMR-Egger","1","0.01",0.084,0.055,-0.024,0.192,0.216
"MVMR-Egger","1","1e-04",0.066,0.06,-0.052,0.184,0.236
"MVMR-Egger","1","1e-06",0.011,0.063,-0.113,0.135,0.248
"MVMR-Egger","1","1e-08",0.045,0.069,-0.09,0.18,0.27
"MVMR-Robust","1","0.01",0.078,0.054,-0.028,0.184,0.212
"MVMR-Robust","1","1e-04",0.061,0.056,-0.049,0.171,0.22
"MVMR-Robust","1","1e-06",0.016,0.057,-0.097,0.129,0.226
"MVMR-Robust","1","1e-08",0.036,0.065,-0.092,0.164,0.256
"MVMR-cML","1","0.01",0.972,0.215,0.552,1.393,0.841
"MVMR-cML","1","1e-04",0.623,0.155,0.32,0.926,0.606
"MVMR-cML","1","1e-06",-0.623,0.233,-1.08,-0.166,0.914
"MVMR-cML","1","1e-08",-0.491,0.23,-0.942,-0.041,0.901
"FLOW-MR","1","0.01",0.306,0.207,-0.08,0.735,0.815
"FLOW-MR","1","1e-04",0.249,0.212,-0.149,0.685,0.834
"FLOW-MR","1","1e-06",0.105,0.195,-0.275,0.488,0.763
"FLOW-MR","1","1e-08",0.163,0.197,-0.222,0.559,0.781
"MVMR-Horse","1","0.01",0.13,0.101,-0.062,0.328,0.39
"MVMR-Horse","1","1e-04",0.089,0.099,-0.111,0.278,0.389
"MVMR-Horse","1","1e-06",-0.007,0.099,-0.202,0.18,0.382
"MVMR-Horse","1","1e-08",0.019,0.104,-0.187,0.215,0.402
"FLOW-MR-indirect","1","0.01",0.711,0,0.35,1.063,0.713
"FLOW-MR-indirect","1","1e-04",0.756,0,0.381,1.129,0.748
"FLOW-MR-indirect","1","1e-06",0.875,0,0.526,1.244,0.718
"FLOW-MR-indirect","1","1e-08",0.83,0,0.478,1.215,0.737
"MVMR-IVW","1","0.01",0.138,0.06,0.022,0.255,0.233
"MVMR-IVW","1","1e-04",0.082,0.073,-0.061,0.226,0.287
"MVMR-IVW","1","1e-06",0.107,0.077,-0.045,0.259,0.304
"MVMR-IVW","1","1e-08",0.067,0.085,-0.1,0.234,0.334
"GRAPPLE","1","0.01",3.731,3.296,-2.728,10.19,12.918
"GRAPPLE","1","1e-04",7.637,27.304,-45.879,61.154,107.033
"GRAPPLE","1","1e-06",4.992,9.447,-13.525,23.508,37.033
"GRAPPLE","1","1e-08",6.443,25.474,-43.485,56.371,99.856
"MVMR-Egger","1","0.01",0.136,0.061,0.015,0.256,0.241
"MVMR-Egger","1","1e-04",0.081,0.074,-0.065,0.227,0.292
"MVMR-Egger","1","1e-06",0.108,0.08,-0.048,0.264,0.312
"MVMR-Egger","1","1e-08",0.076,0.088,-0.096,0.248,0.344
"MVMR-Robust","1","0.01",0.111,0.058,-0.002,0.224,0.226
"MVMR-Robust","1","1e-04",0.067,0.074,-0.079,0.213,0.292
"MVMR-Robust","1","1e-06",0.104,0.081,-0.054,0.262,0.316
"MVMR-Robust","1","1e-08",0.065,0.093,-0.118,0.247,0.365
"MVMR-cML","1","0.01",1.221,0.248,0.735,1.707,0.972
"MVMR-cML","1","1e-04",1.015,0.245,0.536,1.495,0.959
"MVMR-cML","1","1e-06",1.169,0.303,0.576,1.762,1.186
"MVMR-cML","1","1e-08",1.185,0.326,0.545,1.824,1.279
"FLOW-MR","1","0.01",0.519,0.269,0.039,1.092,1.053
"FLOW-MR","1","1e-04",0.39,0.282,-0.144,0.966,1.11
"FLOW-MR","1","1e-06",0.395,0.256,-0.097,0.91,1.007
"FLOW-MR","1","1e-08",0.306,0.273,-0.213,0.856,1.069
"MVMR-Horse","1","0.01",0.217,0.123,-0.029,0.457,0.486
"MVMR-Horse","1","1e-04",0.091,0.143,-0.198,0.367,0.565
"MVMR-Horse","1","1e-06",0.181,0.134,-0.089,0.441,0.53
"MVMR-Horse","1","1e-08",0.095,0.138,-0.174,0.359,0.533
"FLOW-MR-indirect","1","0.01",0.575,0,0.073,1.016,0.943
"FLOW-MR-indirect","1","1e-04",0.725,0,0.218,1.217,0.999
"FLOW-MR-indirect","1","1e-06",0.726,0,0.264,1.206,0.942
"FLOW-MR-indirect","1","1e-08",0.829,0,0.326,1.34,1.014
"MVMR-IVW","1","0.01",0.043,0.059,-0.073,0.159,0.232
"MVMR-IVW","1","1e-04",0.056,0.065,-0.071,0.184,0.255
"MVMR-IVW","1","1e-06",-0.007,0.072,-0.148,0.135,0.283
"MVMR-IVW","1","1e-08",-0.002,0.077,-0.154,0.149,0.303
"GRAPPLE","1","0.01",0.17,0.46,-0.732,1.071,1.803
"GRAPPLE","1","1e-04",0.147,0.41,-0.657,0.95,1.607
"GRAPPLE","1","1e-06",-0.191,0.366,-0.908,0.526,1.434
"GRAPPLE","1","1e-08",-0.103,0.366,-0.821,0.615,1.436
"MVMR-Egger","1","0.01",0.034,0.06,-0.084,0.152,0.236
"MVMR-Egger","1","1e-04",0.047,0.067,-0.084,0.179,0.263
"MVMR-Egger","1","1e-06",-0.002,0.074,-0.147,0.143,0.29
"MVMR-Egger","1","1e-08",0.008,0.079,-0.147,0.163,0.31
"MVMR-Robust","1","0.01",0.058,0.059,-0.058,0.175,0.233
"MVMR-Robust","1","1e-04",0.065,0.063,-0.058,0.189,0.247
"MVMR-Robust","1","1e-06",-0.004,0.067,-0.136,0.128,0.264
"MVMR-Robust","1","1e-08",0.001,0.072,-0.14,0.142,0.282
"MVMR-cML","1","0.01",1.095,0.227,0.651,1.54,0.889
"MVMR-cML","1","1e-04",1.12,0.268,0.595,1.646,1.051
"MVMR-cML","1","1e-06",-0.694,0.232,-1.149,-0.24,0.909
"MVMR-cML","1","1e-08",0.65,0.247,0.165,1.135,0.97
"FLOW-MR","1","0.01",0.332,0.249,-0.137,0.859,0.996
"FLOW-MR","1","1e-04",0.35,0.255,-0.128,0.891,1.019
"FLOW-MR","1","1e-06",0.171,0.284,-0.39,0.749,1.139
"FLOW-MR","1","1e-08",0.153,0.264,-0.366,0.679,1.045
"MVMR-Horse","1","0.01",0.281,0.149,-0.017,0.58,0.597
"MVMR-Horse","1","1e-04",0.265,0.135,-0.014,0.532,0.546
"MVMR-Horse","1","1e-06",0.073,0.159,-0.236,0.394,0.63
"MVMR-Horse","1","1e-08",0.03,0.147,-0.275,0.312,0.587
"FLOW-MR-indirect","1","0.01",0.88,0,0.474,1.332,0.858
"FLOW-MR-indirect","1","1e-04",0.881,0,0.451,1.351,0.9
"FLOW-MR-indirect","1","1e-06",1.049,0,0.558,1.598,1.04
"FLOW-MR-indirect","1","1e-08",1.078,0,0.621,1.578,0.957
"MVMR-IVW","1","0.01",0.116,0.059,-0.001,0.232,0.233
"MVMR-IVW","1","1e-04",0.201,0.065,0.075,0.328,0.253
"MVMR-IVW","1","1e-06",0.137,0.073,-0.006,0.28,0.286
"MVMR-IVW","1","1e-08",0.12,0.08,-0.038,0.277,0.315
"GRAPPLE","1","0.01",0.813,0.394,0.041,1.584,1.543
"GRAPPLE","1","1e-04",1.346,0.541,0.286,2.407,2.121
"GRAPPLE","1","1e-06",0.943,0.637,-0.306,2.192,2.498
"GRAPPLE","1","1e-08",0.614,0.508,-0.381,1.61,1.991
"MVMR-Egger","1","0.01",0.111,0.06,-0.006,0.228,0.234
"MVMR-Egger","1","1e-04",0.194,0.065,0.066,0.323,0.257
"MVMR-Egger","1","1e-06",0.132,0.075,-0.014,0.279,0.293
"MVMR-Egger","1","1e-08",0.123,0.083,-0.04,0.285,0.325
"MVMR-Robust","1","0.01",0.132,0.063,0.007,0.256,0.249
"MVMR-Robust","1","1e-04",0.189,0.065,0.061,0.318,0.257
"MVMR-Robust","1","1e-06",0.114,0.074,-0.031,0.259,0.29
"MVMR-Robust","1","1e-08",0.093,0.086,-0.075,0.26,0.335
"MVMR-cML","1","0.01",1.303,0.23,0.853,1.753,0.9
"MVMR-cML","1","1e-04",1.353,0.275,0.813,1.893,1.08
"MVMR-cML","1","1e-06",0.836,0.203,0.439,1.234,0.795
"MVMR-cML","1","1e-08",0.643,0.175,0.301,0.985,0.684
"FLOW-MR","1","0.01",0.528,0.209,0.135,0.966,0.831
"FLOW-MR","1","1e-04",0.64,0.208,0.257,1.079,0.822
"FLOW-MR","1","1e-06",0.448,0.224,0.008,0.894,0.886
"FLOW-MR","1","1e-08",0.378,0.232,-0.059,0.855,0.914
"MVMR-Horse","1","0.01",0.449,0.141,0.174,0.724,0.55
"MVMR-Horse","1","1e-04",0.504,0.129,0.256,0.756,0.5
"MVMR-Horse","1","1e-06",0.278,0.142,0.017,0.556,0.539
"MVMR-Horse","1","1e-08",0.232,0.147,-0.045,0.529,0.574
"FLOW-MR-indirect","1","0.01",0.581,0,0.257,0.895,0.638
"FLOW-MR-indirect","1","1e-04",0.511,0,0.173,0.832,0.659
"FLOW-MR-indirect","1","1e-06",0.66,0,0.282,1.065,0.783
"FLOW-MR-indirect","1","1e-08",0.707,0,0.313,1.106,0.793
"MVMR-IVW","1","0.01",0.166,0.053,0.062,0.27,0.208
"MVMR-IVW","1","1e-04",0.169,0.063,0.046,0.291,0.245
"MVMR-IVW","1","1e-06",0.164,0.074,0.018,0.309,0.291
"MVMR-IVW","1","1e-08",0.166,0.082,0.006,0.327,0.321
"GRAPPLE","1","0.01",2.257,1.207,-0.109,4.624,4.733
"GRAPPLE","1","1e-04",2.52,1.656,-0.726,5.767,6.493
"GRAPPLE","1","1e-06",2.943,2.465,-1.889,7.775,9.664
"GRAPPLE","1","1e-08",2.878,2.401,-1.829,7.584,9.413
"MVMR-Egger","1","0.01",0.161,0.053,0.057,0.265,0.208
"MVMR-Egger","1","1e-04",0.164,0.063,0.04,0.287,0.247
"MVMR-Egger","1","1e-06",0.16,0.075,0.012,0.307,0.295
"MVMR-Egger","1","1e-08",0.169,0.084,0.005,0.333,0.328
"MVMR-Robust","1","0.01",0.152,0.052,0.05,0.255,0.205
"MVMR-Robust","1","1e-04",0.137,0.062,0.016,0.258,0.242
"MVMR-Robust","1","1e-06",0.116,0.082,-0.044,0.277,0.321
"MVMR-Robust","1","1e-08",0.112,0.097,-0.078,0.302,0.38
"MVMR-cML","1","0.01",1.408,0.291,0.838,1.978,1.14
"MVMR-cML","1","1e-04",1.038,0.266,0.516,1.56,1.044
"MVMR-cML","1","1e-06",2.447,0.752,0.973,3.922,2.949
"MVMR-cML","1","1e-08",2.004,0.589,0.85,3.158,2.308
"FLOW-MR","1","0.01",0.433,0.179,0.106,0.817,0.711
"FLOW-MR","1","1e-04",0.428,0.216,0.023,0.877,0.854
"FLOW-MR","1","1e-06",0.449,0.249,-0.009,0.956,0.965
"FLOW-MR","1","1e-08",0.438,0.245,-0.032,0.948,0.98
"MVMR-Horse","1","0.01",0.318,0.103,0.125,0.521,0.396
"MVMR-Horse","1","1e-04",0.285,0.118,0.049,0.518,0.469
"MVMR-Horse","1","1e-06",0.236,0.15,-0.053,0.547,0.6
"MVMR-Horse","1","1e-08",0.208,0.149,-0.084,0.498,0.582
"FLOW-MR-indirect","1","0.01",0.6,0,0.297,0.892,0.595
"FLOW-MR-indirect","1","1e-04",0.617,0,0.236,0.991,0.755
"FLOW-MR-indirect","1","1e-06",0.628,0,0.173,1.068,0.895
"FLOW-MR-indirect","1","1e-08",0.633,0,0.182,1.074,0.892
"MVMR-IVW","1","0.01",-0.029,0.054,-0.135,0.077,0.212
"MVMR-IVW","1","1e-04",-0.026,0.059,-0.141,0.089,0.23
"MVMR-IVW","1","1e-06",-0.02,0.062,-0.142,0.102,0.244
"MVMR-IVW","1","1e-08",-0.03,0.07,-0.168,0.107,0.275
"GRAPPLE","1","0.01",-0.305,0.365,-1.021,0.41,1.431
"GRAPPLE","1","1e-04",-0.269,0.339,-0.933,0.395,1.328
"GRAPPLE","1","1e-06",-0.142,0.277,-0.686,0.401,1.087
"GRAPPLE","1","1e-08",-0.192,0.37,-0.918,0.534,1.452
"MVMR-Egger","1","0.01",-0.042,0.055,-0.15,0.065,0.215
"MVMR-Egger","1","1e-04",-0.041,0.06,-0.159,0.077,0.236
"MVMR-Egger","1","1e-06",-0.034,0.064,-0.16,0.092,0.252
"MVMR-Egger","1","1e-08",-0.038,0.074,-0.183,0.106,0.289
"MVMR-Robust","1","0.01",-0.028,0.045,-0.116,0.06,0.176
"MVMR-Robust","1","1e-04",-0.036,0.051,-0.135,0.063,0.198
"MVMR-Robust","1","1e-06",-0.016,0.055,-0.124,0.092,0.216
"MVMR-Robust","1","1e-08",-0.016,0.061,-0.135,0.103,0.238
"MVMR-cML","1","0.01",-0.789,0.197,-1.174,-0.403,0.771
"MVMR-cML","1","1e-04",-0.782,0.214,-1.202,-0.363,0.839
"MVMR-cML","1","1e-06",-0.397,0.125,-0.643,-0.152,0.491
"MVMR-cML","1","1e-08",0.34,0.23,-0.11,0.79,0.9
"FLOW-MR","1","0.01",0.047,0.165,-0.278,0.376,0.654
"FLOW-MR","1","1e-04",0.024,0.18,-0.315,0.394,0.709
"FLOW-MR","1","1e-06",0.036,0.171,-0.296,0.384,0.68
"FLOW-MR","1","1e-08",0.036,0.202,-0.356,0.439,0.795
"MVMR-Horse","1","0.01",-0.072,0.097,-0.263,0.114,0.377
"MVMR-Horse","1","1e-04",-0.088,0.096,-0.278,0.107,0.385
"MVMR-Horse","1","1e-06",-0.047,0.1,-0.247,0.148,0.395
"MVMR-Horse","1","1e-08",-0.048,0.104,-0.251,0.157,0.408
"FLOW-MR-indirect","1","0.01",0.962,0,0.68,1.298,0.618
"FLOW-MR-indirect","1","1e-04",0.996,0,0.682,1.376,0.694
"FLOW-MR-indirect","1","1e-06",0.975,0,0.678,1.325,0.647
"FLOW-MR-indirect","1","1e-08",1.046,0,0.684,1.459,0.775
"MVMR-IVW","1","0.01",0.126,0.055,0.018,0.234,0.216
"MVMR-IVW","1","1e-04",0.083,0.061,-0.037,0.203,0.24
"MVMR-IVW","1","1e-06",0.099,0.067,-0.032,0.23,0.262
"MVMR-IVW","1","1e-08",0.089,0.075,-0.058,0.236,0.294
"GRAPPLE","1","0.01",0.524,0.26,0.014,1.035,1.021
"GRAPPLE","1","1e-04",0.592,0.443,-0.276,1.46,1.736
"GRAPPLE","1","1e-06",0.547,0.341,-0.122,1.215,1.337
"GRAPPLE","1","1e-08",0.493,0.382,-0.255,1.241,1.496
"MVMR-Egger","1","0.01",0.113,0.056,0.003,0.223,0.22
"MVMR-Egger","1","1e-04",0.068,0.063,-0.055,0.19,0.245
"MVMR-Egger","1","1e-06",0.086,0.068,-0.048,0.22,0.268
"MVMR-Egger","1","1e-08",0.082,0.077,-0.07,0.234,0.304
"MVMR-Robust","1","0.01",0.142,0.049,0.045,0.238,0.193
"MVMR-Robust","1","1e-04",0.109,0.058,-0.005,0.222,0.227
"MVMR-Robust","1","1e-06",0.132,0.062,0.01,0.253,0.243
"MVMR-Robust","1","1e-08",0.122,0.075,-0.025,0.269,0.294
"MVMR-cML","1","0.01",1.292,0.239,0.823,1.761,0.938
"MVMR-cML","1","1e-04",1.227,0.266,0.705,1.749,1.044
"MVMR-cML","1","1e-06",1.261,0.301,0.67,1.852,1.182
"MVMR-cML","1","1e-08",1.143,0.285,0.585,1.702,1.117
"FLOW-MR","1","0.01",0.336,0.156,0.036,0.651,0.615
"FLOW-MR","1","1e-04",0.254,0.172,-0.081,0.602,0.683
"FLOW-MR","1","1e-06",0.269,0.183,-0.07,0.652,0.722
"FLOW-MR","1","1e-08",0.274,0.216,-0.135,0.72,0.855
"MVMR-Horse","1","0.01",0.319,0.094,0.139,0.508,0.369
"MVMR-Horse","1","1e-04",0.218,0.098,0.024,0.408,0.384
"MVMR-Horse","1","1e-06",0.239,0.103,0.037,0.445,0.408
"MVMR-Horse","1","1e-08",0.214,0.107,-0.001,0.426,0.427
"FLOW-MR-indirect","1","0.01",0.683,0,0.442,0.945,0.503
"FLOW-MR-indirect","1","1e-04",0.797,0,0.502,1.12,0.618
"FLOW-MR-indirect","1","1e-06",0.788,0,0.482,1.115,0.633
"FLOW-MR-indirect","1","1e-08",0.818,0,0.445,1.219,0.774
"MVMR-IVW","1","0.01",0.066,0.054,-0.039,0.171,0.21
"MVMR-IVW","1","1e-04",0.114,0.057,0.001,0.226,0.225
"MVMR-IVW","1","1e-06",0.101,0.064,-0.023,0.226,0.249
"MVMR-IVW","1","1e-08",0.108,0.07,-0.029,0.245,0.274
"GRAPPLE","1","0.01",0.127,0.205,-0.276,0.529,0.805
"GRAPPLE","1","1e-04",0.268,0.228,-0.178,0.714,0.892
"GRAPPLE","1","1e-06",0.307,0.322,-0.324,0.937,1.261
"GRAPPLE","1","1e-08",0.347,0.366,-0.371,1.065,1.436
"MVMR-Egger","1","0.01",0.053,0.053,-0.051,0.158,0.209
"MVMR-Egger","1","1e-04",0.094,0.057,-0.018,0.205,0.223
"MVMR-Egger","1","1e-06",0.083,0.063,-0.039,0.206,0.245
"MVMR-Egger","1","1e-08",0.09,0.071,-0.049,0.23,0.279
"MVMR-Robust","1","0.01",0.054,0.048,-0.04,0.147,0.187
"MVMR-Robust","1","1e-04",0.094,0.054,-0.011,0.2,0.211
"MVMR-Robust","1","1e-06",0.083,0.061,-0.037,0.203,0.24
"MVMR-Robust","1","1e-08",0.09,0.068,-0.043,0.222,0.265
"MVMR-cML","1","0.01",0.896,0.202,0.501,1.292,0.791
"MVMR-cML","1","1e-04",0.959,0.234,0.499,1.418,0.919
"MVMR-cML","1","1e-06",0.975,0.24,0.506,1.445,0.939
"MVMR-cML","1","1e-08",0.964,0.243,0.488,1.44,0.952
"FLOW-MR","1","0.01",0.384,0.157,0.086,0.707,0.621
"FLOW-MR","1","1e-04",0.411,0.156,0.115,0.735,0.62
"FLOW-MR","1","1e-06",0.37,0.187,0.008,0.743,0.735
"FLOW-MR","1","1e-08",0.368,0.203,-0.015,0.785,0.8
"MVMR-Horse","1","0.01",0.141,0.099,-0.048,0.338,0.386
"MVMR-Horse","1","1e-04",0.242,0.1,0.054,0.45,0.396
"MVMR-Horse","1","1e-06",0.253,0.115,0.026,0.475,0.449
"MVMR-Horse","1","1e-08",0.247,0.125,0.005,0.493,0.488
"FLOW-MR-indirect","1","0.01",0.617,0,0.377,0.869,0.492
"FLOW-MR-indirect","1","1e-04",0.599,0,0.349,0.86,0.511
"FLOW-MR-indirect","1","1e-06",0.67,0,0.361,0.994,0.633
"FLOW-MR-indirect","1","1e-08",0.667,0,0.31,1.043,0.733
"MVMR-IVW","1","0.01",0.029,0.056,-0.081,0.139,0.22
"MVMR-IVW","1","1e-04",0.067,0.066,-0.063,0.197,0.26
"MVMR-IVW","1","1e-06",0.056,0.074,-0.089,0.2,0.289
"MVMR-IVW","1","1e-08",-0.004,0.089,-0.177,0.17,0.347
"GRAPPLE","1","0.01",0.172,0.371,-0.556,0.899,1.455
"GRAPPLE","1","1e-04",0.517,0.507,-0.478,1.511,1.989
"GRAPPLE","1","1e-06",0.67,0.625,-0.556,1.896,2.452
"GRAPPLE","1","1e-08",6.276,113.434,-216.055,228.607,444.662
"MVMR-Egger","1","0.01",0.026,0.056,-0.084,0.137,0.221
"MVMR-Egger","1","1e-04",0.069,0.067,-0.063,0.201,0.264
