"Method","Trait","pval","estimate","se","lower","upper","length"
"IVW","1","1e-08",0.609,0.038,0.534,0.683,0.149
"GRAPPLE","1","0.01",0.825,0.052,0.723,0.928,0.205
"GRAPPLE","1","1e-04",0.819,0.052,0.717,0.922,0.205
"GRAPPLE","1","1e-06",0.849,0.055,0.742,0.956,0.214
"GRAPPLE","1","1e-08",0.858,0.056,0.749,0.968,0.219
"MR-Egger","1","0.01",0.484,0.047,0.392,0.575,0.183
"MR-Egger","1","1e-04",0.483,0.053,0.38,0.587,0.207
"MR-Egger","1","1e-06",0.489,0.058,0.376,0.603,0.227
"MR-Egger","1","1e-08",0.504,0.065,0.376,0.633,0.257
"MR-Robust","1","0.01",0.454,0.028,0.4,0.509,0.109
"MR-Robust","1","1e-04",0.497,0.029,0.441,0.553,0.112
"MR-Robust","1","1e-06",0.539,0.031,0.478,0.599,0.121
"MR-Robust","1","1e-08",0.57,0.032,0.507,0.633,0.126
"FLOW-MR","1","0.01",0.753,0.057,0.655,0.87,0.215
"FLOW-MR","1","1e-04",0.777,0.061,0.669,0.9,0.231
"FLOW-MR","1","1e-06",0.788,0.072,0.665,0.941,0.276
"FLOW-MR","1","1e-08",0.804,0.063,0.691,0.927,0.236
"MR-Horse","1","0.01",0.802,0.054,0.705,0.916,0.211
"MR-Horse","1","1e-04",0.824,0.059,0.723,0.951,0.228
"MR-Horse","1","1e-06",0.829,0.059,0.73,0.97,0.24
"MR-Horse","1","1e-08",0.863,0.066,0.75,1,0.25
"IVW","1","0.01",0.523,0.032,0.46,0.587,0.127
"IVW","1","1e-04",0.563,0.036,0.493,0.634,0.141
"IVW","1","1e-06",0.616,0.04,0.538,0.695,0.157
"IVW","1","1e-08",0.655,0.043,0.57,0.741,0.171
"GRAPPLE","1","0.01",0.986,0.067,0.855,1.116,0.261
"GRAPPLE","1","1e-04",0.975,0.067,0.844,1.106,0.262
"GRAPPLE","1","1e-06",1.01,0.07,0.873,1.148,0.275
"GRAPPLE","1","1e-08",1.027,0.073,0.883,1.17,0.287
"MR-Egger","1","0.01",0.498,0.053,0.394,0.602,0.208
"MR-Egger","1","1e-04",0.5,0.061,0.38,0.62,0.24
"MR-Egger","1","1e-06",0.54,0.069,0.404,0.675,0.271
"MR-Egger","1","1e-08",0.533,0.075,0.386,0.679,0.293
"MR-Robust","1","0.01",0.476,0.034,0.41,0.542,0.132
"MR-Robust","1","1e-04",0.524,0.037,0.451,0.597,0.146
"MR-Robust","1","1e-06",0.579,0.04,0.5,0.658,0.158
"MR-Robust","1","1e-08",0.624,0.046,0.534,0.713,0.179
"FLOW-MR","1","0.01",0.815,0.07,0.69,0.949,0.259
"FLOW-MR","1","1e-04",0.822,0.074,0.682,0.972,0.29
"FLOW-MR","1","1e-06",0.873,0.076,0.727,1.014,0.287
"FLOW-MR","1","1e-08",0.894,0.07,0.775,1.046,0.271
"MR-Horse","1","0.01",0.886,0.075,0.768,1.069,0.301
"MR-Horse","1","1e-04",0.907,0.071,0.778,1.046,0.268
"MR-Horse","1","1e-06",0.959,0.071,0.828,1.1,0.272
"MR-Horse","1","1e-08",0.985,0.091,0.833,1.189,0.356
"IVW","1","0.01",0.526,0.032,0.464,0.589,0.125
"IVW","1","1e-04",0.565,0.035,0.496,0.633,0.137
"IVW","1","1e-06",0.589,0.039,0.512,0.665,0.153
"IVW","1","1e-08",0.628,0.042,0.545,0.71,0.165
"GRAPPLE","1","0.01",0.978,0.066,0.849,1.107,0.258
"GRAPPLE","1","1e-04",0.971,0.065,0.844,1.098,0.254
"GRAPPLE","1","1e-06",0.925,0.065,0.797,1.053,0.256
"GRAPPLE","1","1e-08",0.932,0.067,0.801,1.062,0.261
"MR-Egger","1","0.01",0.514,0.05,0.416,0.613,0.197
"MR-Egger","1","1e-04",0.504,0.057,0.393,0.616,0.223
"MR-Egger","1","1e-06",0.483,0.064,0.358,0.609,0.251
"MR-Egger","1","1e-08",0.508,0.073,0.366,0.65,0.284
"MR-Robust","1","0.01",0.483,0.028,0.429,0.537,0.108
"MR-Robust","1","1e-04",0.525,0.029,0.469,0.582,0.113
"MR-Robust","1","1e-06",0.55,0.031,0.49,0.611,0.121
"MR-Robust","1","1e-08",0.584,0.033,0.519,0.649,0.13
"FLOW-MR","1","0.01",0.85,0.082,0.718,1.022,0.304
"FLOW-MR","1","1e-04",0.874,0.066,0.751,1.015,0.264
"FLOW-MR","1","1e-06",0.862,0.063,0.743,0.991,0.248
"FLOW-MR","1","1e-08",0.884,0.071,0.748,1.02,0.272
"MR-Horse","1","0.01",0.913,0.073,0.785,1.073,0.288
"MR-Horse","1","1e-04",0.944,0.07,0.813,1.09,0.277
"MR-Horse","1","1e-06",0.96,0.065,0.844,1.098,0.254
"MR-Horse","1","1e-08",0.952,0.069,0.825,1.095,0.27
"IVW","1","0.01",0.501,0.029,0.443,0.558,0.115
"IVW","1","1e-04",0.542,0.032,0.479,0.606,0.127
"IVW","1","1e-06",0.584,0.036,0.514,0.654,0.14
"IVW","1","1e-08",0.607,0.039,0.532,0.683,0.151
"GRAPPLE","1","0.01",0.858,0.052,0.756,0.961,0.205
"GRAPPLE","1","1e-04",0.856,0.053,0.753,0.959,0.206
"GRAPPLE","1","1e-06",0.886,0.056,0.776,0.995,0.219
"GRAPPLE","1","1e-08",0.873,0.057,0.76,0.985,0.225
"MR-Egger","1","0.01",0.492,0.049,0.397,0.587,0.19
"MR-Egger","1","1e-04",0.484,0.055,0.376,0.593,0.217
"MR-Egger","1","1e-06",0.5,0.061,0.379,0.62,0.241
"MR-Egger","1","1e-08",0.525,0.069,0.39,0.66,0.27
"MR-Robust","1","0.01",0.468,0.028,0.414,0.523,0.109
"MR-Robust","1","1e-04",0.515,0.029,0.457,0.573,0.116
"MR-Robust","1","1e-06",0.559,0.031,0.498,0.62,0.122
"MR-Robust","1","1e-08",0.582,0.033,0.518,0.646,0.128
"FLOW-MR","1","0.01",0.745,0.055,0.638,0.856,0.218
"FLOW-MR","1","1e-04",0.763,0.058,0.664,0.886,0.222
"FLOW-MR","1","1e-06",0.799,0.069,0.679,0.932,0.253
"FLOW-MR","1","1e-08",0.8,0.066,0.675,0.942,0.267
"MR-Horse","1","0.01",0.81,0.051,0.713,0.911,0.198
"MR-Horse","1","1e-04",0.817,0.055,0.711,0.936,0.225
"MR-Horse","1","1e-06",0.837,0.057,0.729,0.957,0.228
"MR-Horse","1","1e-08",0.869,0.065,0.746,1.002,0.256
"IVW","1","0.01",0.508,0.033,0.442,0.573,0.131
"IVW","1","1e-04",0.55,0.038,0.476,0.624,0.148
"IVW","1","1e-06",0.607,0.041,0.527,0.687,0.16
"IVW","1","1e-08",0.638,0.043,0.553,0.722,0.169
"GRAPPLE","1","0.01",0.987,0.071,0.848,1.125,0.277
"GRAPPLE","1","1e-04",0.972,0.072,0.831,1.113,0.282
"GRAPPLE","1","1e-06",1.019,0.073,0.875,1.163,0.288
"GRAPPLE","1","1e-08",1.004,0.072,0.862,1.146,0.284
"MR-Egger","1","0.01",0.481,0.052,0.379,0.583,0.204
"MR-Egger","1","1e-04",0.506,0.06,0.388,0.625,0.237
"MR-Egger","1","1e-06",0.523,0.064,0.398,0.649,0.251
"MR-Egger","1","1e-08",0.526,0.071,0.388,0.664,0.276
"MR-Robust","1","0.01",0.464,0.035,0.396,0.532,0.136
"MR-Robust","1","1e-04",0.517,0.039,0.44,0.594,0.154
"MR-Robust","1","1e-06",0.584,0.044,0.498,0.67,0.172
"MR-Robust","1","1e-08",0.619,0.047,0.527,0.711,0.184
"FLOW-MR","1","0.01",0.932,0.076,0.774,1.077,0.303
"FLOW-MR","1","1e-04",0.92,0.062,0.794,1.042,0.248
"FLOW-MR","1","1e-06",0.922,0.078,0.786,1.085,0.299
"FLOW-MR","1","1e-08",0.888,0.068,0.765,1.021,0.256
"MR-Horse","1","0.01",0.999,0.066,0.874,1.134,0.26
"MR-Horse","1","1e-04",1.024,0.068,0.905,1.164,0.259
"MR-Horse","1","1e-06",1.01,0.067,0.878,1.139,0.261
"MR-Horse","1","1e-08",0.996,0.06,0.889,1.115,0.226
"IVW","1","0.01",0.47,0.03,0.412,0.528,0.116
"IVW","1","1e-04",0.543,0.033,0.478,0.608,0.13
"IVW","1","1e-06",0.578,0.037,0.506,0.65,0.144
"IVW","1","1e-08",0.617,0.038,0.543,0.692,0.149
"GRAPPLE","1","0.01",0.79,0.053,0.686,0.895,0.209
"GRAPPLE","1","1e-04",0.896,0.059,0.78,1.012,0.232
"GRAPPLE","1","1e-06",0.897,0.061,0.778,1.017,0.239
"GRAPPLE","1","1e-08",0.912,0.059,0.796,1.028,0.232
"MR-Egger","1","0.01",0.484,0.05,0.387,0.582,0.195
"MR-Egger","1","1e-04",0.526,0.056,0.416,0.636,0.22
"MR-Egger","1","1e-06",0.55,0.063,0.428,0.673,0.245
"MR-Egger","1","1e-08",0.54,0.067,0.41,0.671,0.261
"MR-Robust","1","0.01",0.43,0.029,0.373,0.487,0.114
"MR-Robust","1","1e-04",0.506,0.032,0.444,0.568,0.124
"MR-Robust","1","1e-06",0.546,0.036,0.476,0.617,0.141
"MR-Robust","1","1e-08",0.585,0.039,0.51,0.661,0.151
"FLOW-MR","1","0.01",0.714,0.058,0.608,0.839,0.231
"FLOW-MR","1","1e-04",0.804,0.053,0.7,0.909,0.209
"FLOW-MR","1","1e-06",0.808,0.062,0.688,0.921,0.233
"FLOW-MR","1","1e-08",0.821,0.064,0.714,0.947,0.233
"MR-Horse","1","0.01",0.788,0.059,0.681,0.907,0.226
"MR-Horse","1","1e-04",0.882,0.066,0.754,1.013,0.259
"MR-Horse","1","1e-06",0.907,0.069,0.776,1.045,0.269
"MR-Horse","1","1e-08",0.883,0.058,0.777,1.009,0.232
"IVW","1","0.01",0.471,0.027,0.418,0.525,0.107
"IVW","1","1e-04",0.508,0.031,0.448,0.568,0.12
"IVW","1","1e-06",0.546,0.034,0.479,0.612,0.133
"IVW","1","1e-08",0.586,0.036,0.515,0.657,0.142
"GRAPPLE","1","0.01",0.759,0.047,0.668,0.851,0.183
"GRAPPLE","1","1e-04",0.76,0.048,0.665,0.855,0.19
"GRAPPLE","1","1e-06",0.79,0.052,0.688,0.892,0.204
"GRAPPLE","1","1e-08",0.827,0.054,0.72,0.933,0.213
"MR-Egger","1","0.01",0.474,0.044,0.388,0.56,0.172
"MR-Egger","1","1e-04",0.497,0.05,0.398,0.596,0.198
"MR-Egger","1","1e-06",0.534,0.057,0.422,0.646,0.224
"MR-Egger","1","1e-08",0.546,0.061,0.426,0.667,0.241
"MR-Robust","1","0.01",0.435,0.027,0.383,0.487,0.104
"MR-Robust","1","1e-04",0.474,0.027,0.42,0.528,0.108
"MR-Robust","1","1e-06",0.514,0.03,0.456,0.572,0.116
"MR-Robust","1","1e-08",0.555,0.032,0.491,0.619,0.128
"FLOW-MR","1","0.01",0.703,0.057,0.6,0.827,0.227
"FLOW-MR","1","1e-04",0.719,0.061,0.604,0.842,0.238
"FLOW-MR","1","1e-06",0.75,0.061,0.655,0.883,0.228
"FLOW-MR","1","1e-08",0.753,0.059,0.628,0.862,0.234
"MR-Horse","1","0.01",0.746,0.055,0.652,0.864,0.212
"MR-Horse","1","1e-04",0.782,0.057,0.684,0.908,0.224
"MR-Horse","1","1e-06",0.81,0.062,0.694,0.937,0.243
"MR-Horse","1","1e-08",0.848,0.057,0.741,0.964,0.223
"IVW","1","0.01",0.495,0.035,0.426,0.563,0.137
"IVW","1","1e-04",0.536,0.039,0.459,0.613,0.154
"IVW","1","1e-06",0.58,0.043,0.496,0.664,0.168
"IVW","1","1e-08",0.631,0.046,0.54,0.722,0.182
"GRAPPLE","1","0.01",1.047,0.083,0.884,1.21,0.326
"GRAPPLE","1","1e-04",1.002,0.081,0.843,1.161,0.318
"GRAPPLE","1","1e-06",0.996,0.08,0.84,1.153,0.313
"GRAPPLE","1","1e-08",1.037,0.084,0.873,1.201,0.328
"MR-Egger","1","0.01",0.504,0.053,0.399,0.609,0.21
"MR-Egger","1","1e-04",0.503,0.061,0.385,0.622,0.237
"MR-Egger","1","1e-06",0.504,0.066,0.375,0.633,0.258
"MR-Egger","1","1e-08",0.538,0.074,0.394,0.682,0.288
"MR-Robust","1","0.01",0.448,0.037,0.374,0.521,0.147
"MR-Robust","1","1e-04",0.504,0.043,0.419,0.588,0.169
"MR-Robust","1","1e-06",0.557,0.048,0.464,0.651,0.187
"MR-Robust","1","1e-08",0.615,0.051,0.515,0.714,0.199
"FLOW-MR","1","0.01",0.939,0.068,0.828,1.09,0.262
"FLOW-MR","1","1e-04",0.93,0.075,0.774,1.077,0.303
"FLOW-MR","1","1e-06",0.931,0.093,0.782,1.127,0.345
"FLOW-MR","1","1e-08",0.932,0.077,0.793,1.099,0.306
"MR-Horse","1","0.01",1.043,0.071,0.902,1.183,0.281
"MR-Horse","1","1e-04",1.058,0.076,0.914,1.228,0.314
"MR-Horse","1","1e-06",1.046,0.074,0.909,1.201,0.292
"MR-Horse","1","1e-08",1.055,0.072,0.929,1.194,0.265
"IVW","1","0.01",0.511,0.033,0.445,0.576,0.131
"IVW","1","1e-04",0.566,0.037,0.494,0.638,0.144
"IVW","1","1e-06",0.626,0.04,0.546,0.705,0.159
"IVW","1","1e-08",0.663,0.043,0.578,0.747,0.169
"GRAPPLE","1","0.01",0.965,0.068,0.831,1.099,0.268
"GRAPPLE","1","1e-04",0.972,0.068,0.839,1.105,0.266
"GRAPPLE","1","1e-06",1.015,0.071,0.876,1.154,0.278
"GRAPPLE","1","1e-08",1.008,0.07,0.87,1.146,0.276
"MR-Egger","1","0.01",0.514,0.054,0.408,0.619,0.211
"MR-Egger","1","1e-04",0.51,0.06,0.393,0.628,0.235
"MR-Egger","1","1e-06",0.53,0.065,0.402,0.658,0.256
"MR-Egger","1","1e-08",0.537,0.073,0.393,0.68,0.287
"MR-Robust","1","0.01",0.469,0.036,0.398,0.541,0.143
"MR-Robust","1","1e-04",0.539,0.04,0.46,0.617,0.157
"MR-Robust","1","1e-06",0.611,0.044,0.524,0.698,0.174
"MR-Robust","1","1e-08",0.65,0.045,0.562,0.738,0.176
"FLOW-MR","1","0.01",0.892,0.067,0.757,1.016,0.259
"FLOW-MR","1","1e-04",0.89,0.061,0.771,1.007,0.236
"FLOW-MR","1","1e-06",0.919,0.077,0.786,1.098,0.312
"FLOW-MR","1","1e-08",0.916,0.078,0.774,1.078,0.304
"MR-Horse","1","0.01",0.953,0.07,0.833,1.113,0.28
"MR-Horse","1","1e-04",0.982,0.078,0.846,1.146,0.3
"MR-Horse","1","1e-06",0.997,0.076,0.864,1.153,0.289
"MR-Horse","1","1e-08",0.987,0.077,0.853,1.157,0.304
"IVW","1","0.01",0.492,0.029,0.436,0.549,0.113
"IVW","1","1e-04",0.533,0.032,0.47,0.595,0.125
"IVW","1","1e-06",0.57,0.035,0.501,0.639,0.138
"IVW","1","1e-08",0.594,0.038,0.52,0.668,0.148
"GRAPPLE","1","0.01",0.818,0.05,0.72,0.916,0.196
"GRAPPLE","1","1e-04",0.825,0.051,0.724,0.926,0.202
"GRAPPLE","1","1e-06",0.836,0.054,0.731,0.941,0.21
"GRAPPLE","1","1e-08",0.841,0.056,0.731,0.95,0.219
"MR-Egger","1","0.01",0.456,0.048,0.362,0.55,0.188
"MR-Egger","1","1e-04",0.449,0.053,0.345,0.553,0.208
"MR-Egger","1","1e-06",0.48,0.06,0.362,0.598,0.236
"MR-Egger","1","1e-08",0.473,0.066,0.344,0.602,0.258
"MR-Robust","1","0.01",0.459,0.029,0.403,0.515,0.112
"MR-Robust","1","1e-04",0.503,0.03,0.444,0.562,0.118
"MR-Robust","1","1e-06",0.541,0.031,0.48,0.603,0.123
"MR-Robust","1","1e-08",0.566,0.034,0.499,0.634,0.135
"FLOW-MR","1","0.01",0.733,0.051,0.636,0.836,0.2
"FLOW-MR","1","1e-04",0.747,0.056,0.651,0.864,0.213
"FLOW-MR","1","1e-06",0.787,0.06,0.671,0.905,0.234
"FLOW-MR","1","1e-08",0.785,0.061,0.665,0.899,0.234
"MR-Horse","1","0.01",0.785,0.051,0.684,0.885,0.201
"MR-Horse","1","1e-04",0.809,0.056,0.712,0.926,0.214
"MR-Horse","1","1e-06",0.821,0.052,0.725,0.933,0.208
"MR-Horse","1","1e-08",0.85,0.057,0.75,0.974,0.224
"IVW","1","0.01",0.467,0.03,0.408,0.525,0.117
"IVW","1","1e-04",0.52,0.033,0.455,0.585,0.13
"IVW","1","1e-06",0.536,0.036,0.465,0.607,0.142
"IVW","1","1e-08",0.581,0.039,0.504,0.658,0.154
"GRAPPLE","1","0.01",0.767,0.05,0.669,0.865,0.196
"GRAPPLE","1","1e-04",0.809,0.052,0.706,0.911,0.205
"GRAPPLE","1","1e-06",0.772,0.053,0.667,0.876,0.209
"GRAPPLE","1","1e-08",0.804,0.056,0.694,0.914,0.22
"MR-Egger","1","0.01",0.521,0.051,0.422,0.621,0.199
"MR-Egger","1","1e-04",0.552,0.057,0.44,0.664,0.224
"MR-Egger","1","1e-06",0.505,0.066,0.376,0.634,0.258
"MR-Egger","1","1e-08",0.54,0.072,0.399,0.681,0.282
"MR-Robust","1","0.01",0.442,0.032,0.378,0.505,0.127
"MR-Robust","1","1e-04",0.502,0.033,0.437,0.568,0.131
"MR-Robust","1","1e-06",0.52,0.036,0.45,0.59,0.14
"MR-Robust","1","1e-08",0.56,0.036,0.49,0.63,0.14
"FLOW-MR","1","0.01",0.713,0.052,0.619,0.819,0.2
"FLOW-MR","1","1e-04",0.751,0.06,0.647,0.88,0.233
"FLOW-MR","1","1e-06",0.761,0.07,0.645,0.926,0.281
"FLOW-MR","1","1e-08",0.792,0.066,0.671,0.933,0.262
"MR-Horse","1","0.01",0.763,0.054,0.662,0.873,0.211
"MR-Horse","1","1e-04",0.786,0.055,0.689,0.891,0.202
"MR-Horse","1","1e-06",0.785,0.053,0.689,0.9,0.211
"MR-Horse","1","1e-08",0.835,0.069,0.711,0.986,0.275
"IVW","1","0.01",0.492,0.027,0.439,0.545,0.106
"IVW","1","1e-04",0.528,0.029,0.471,0.585,0.114
"IVW","1","1e-06",0.551,0.032,0.489,0.614,0.125
"IVW","1","1e-08",0.577,0.034,0.51,0.643,0.133
"GRAPPLE","1","0.01",0.803,0.046,0.714,0.892,0.178
"GRAPPLE","1","1e-04",0.796,0.045,0.707,0.884,0.177
"GRAPPLE","1","1e-06",0.781,0.046,0.691,0.872,0.181
"GRAPPLE","1","1e-08",0.789,0.048,0.695,0.882,0.187
"MR-Egger","1","0.01",0.504,0.045,0.416,0.591,0.175
"MR-Egger","1","1e-04",0.487,0.05,0.39,0.585,0.195
"MR-Egger","1","1e-06",0.466,0.056,0.357,0.576,0.219
"MR-Egger","1","1e-08",0.443,0.059,0.327,0.558,0.231
"MR-Robust","1","0.01",0.459,0.027,0.407,0.511,0.104
"MR-Robust","1","1e-04",0.498,0.028,0.444,0.552,0.108
"MR-Robust","1","1e-06",0.524,0.029,0.466,0.582,0.116
"MR-Robust","1","1e-08",0.551,0.032,0.488,0.614,0.126
"FLOW-MR","1","0.01",0.707,0.051,0.62,0.821,0.201
"FLOW-MR","1","1e-04",0.717,0.053,0.614,0.819,0.205
"FLOW-MR","1","1e-06",0.738,0.051,0.639,0.832,0.193
"FLOW-MR","1","1e-08",0.74,0.062,0.634,0.861,0.227
"MR-Horse","1","0.01",0.75,0.047,0.662,0.845,0.183
"MR-Horse","1","1e-04",0.762,0.053,0.666,0.881,0.215
"MR-Horse","1","1e-06",0.759,0.042,0.681,0.844,0.163
"MR-Horse","1","1e-08",0.775,0.051,0.682,0.88,0.198
"IVW","1","0.01",0.462,0.033,0.397,0.526,0.129
"IVW","1","1e-04",0.514,0.037,0.441,0.587,0.146
"IVW","1","1e-06",0.538,0.042,0.456,0.621,0.165
"IVW","1","1e-08",0.572,0.047,0.481,0.663,0.182
"GRAPPLE","1","0.01",0.762,0.051,0.662,0.862,0.2
"GRAPPLE","1","1e-04",0.777,0.053,0.673,0.88,0.207
"GRAPPLE","1","1e-06",0.772,0.058,0.658,0.886,0.228
"GRAPPLE","1","1e-08",0.801,0.064,0.676,0.926,0.25
"MR-Egger","1","0.01",0.405,0.055,0.297,0.513,0.216
"MR-Egger","1","1e-04",0.405,0.063,0.28,0.529,0.249
"MR-Egger","1","1e-06",0.399,0.073,0.255,0.542,0.287
"MR-Egger","1","1e-08",0.4,0.083,0.237,0.562,0.325
"MR-Robust","1","0.01",0.44,0.028,0.386,0.494,0.108
"MR-Robust","1","1e-04",0.492,0.027,0.439,0.544,0.105
"MR-Robust","1","1e-06",0.52,0.029,0.463,0.578,0.115
"MR-Robust","1","1e-08",0.552,0.031,0.492,0.612,0.12
"FLOW-MR","1","0.01",0.714,0.067,0.601,0.84,0.239
"FLOW-MR","1","1e-04",0.758,0.066,0.646,0.915,0.269
"FLOW-MR","1","1e-06",0.772,0.072,0.638,0.911,0.273
"FLOW-MR","1","1e-08",0.782,0.074,0.658,0.965,0.307
"MR-Horse","1","0.01",0.753,0.061,0.651,0.881,0.23
"MR-Horse","1","1e-04",0.791,0.068,0.673,0.946,0.273
"MR-Horse","1","1e-06",0.838,0.081,0.7,1.02,0.32
"MR-Horse","1","1e-08",0.852,0.077,0.712,1.014,0.302
"IVW","1","0.01",0.461,0.033,0.397,0.526,0.129
"IVW","1","1e-04",0.512,0.036,0.441,0.583,0.142
"IVW","1","1e-06",0.536,0.04,0.457,0.615,0.158
"IVW","1","1e-08",0.591,0.043,0.507,0.675,0.168
"GRAPPLE","1","0.01",0.777,0.055,0.668,0.886,0.218
"GRAPPLE","1","1e-04",0.794,0.056,0.684,0.905,0.221
"GRAPPLE","1","1e-06",0.776,0.059,0.66,0.891,0.231
"GRAPPLE","1","1e-08",0.829,0.061,0.709,0.949,0.24
"MR-Egger","1","0.01",0.522,0.056,0.413,0.631,0.218
"MR-Egger","1","1e-04",0.54,0.062,0.418,0.662,0.244
"MR-Egger","1","1e-06",0.538,0.072,0.397,0.678,0.281
"MR-Egger","1","1e-08",0.569,0.077,0.417,0.72,0.303
"MR-Robust","1","0.01",0.43,0.028,0.374,0.485,0.111
"MR-Robust","1","1e-04",0.484,0.029,0.426,0.542,0.116
"MR-Robust","1","1e-06",0.509,0.031,0.449,0.57,0.121
"MR-Robust","1","1e-08",0.555,0.031,0.494,0.616,0.122
"FLOW-MR","1","0.01",0.755,0.06,0.647,0.88,0.233
"FLOW-MR","1","1e-04",0.782,0.068,0.654,0.92,0.266
"FLOW-MR","1","1e-06",0.774,0.07,0.644,0.936,0.292
"FLOW-MR","1","1e-08",0.814,0.069,0.694,0.963,0.269
"MR-Horse","1","0.01",0.825,0.065,0.709,0.961,0.252
"MR-Horse","1","1e-04",0.82,0.069,0.705,0.984,0.279
"MR-Horse","1","1e-06",0.831,0.065,0.709,0.965,0.256
"MR-Horse","1","1e-08",0.86,0.069,0.739,1.023,0.284
"IVW","1","0.01",0.472,0.029,0.415,0.529,0.114
"IVW","1","1e-04",0.512,0.032,0.449,0.575,0.126
"IVW","1","1e-06",0.538,0.035,0.469,0.608,0.139
"IVW","1","1e-08",0.559,0.039,0.483,0.635,0.152
"GRAPPLE","1","0.01",0.734,0.046,0.643,0.825,0.182
"GRAPPLE","1","1e-04",0.751,0.048,0.656,0.846,0.19
"GRAPPLE","1","1e-06",0.743,0.051,0.643,0.842,0.199
"GRAPPLE","1","1e-08",0.747,0.053,0.643,0.852,0.209
"MR-Egger","1","0.01",0.525,0.047,0.433,0.617,0.184
"MR-Egger","1","1e-04",0.539,0.054,0.433,0.645,0.212
"MR-Egger","1","1e-06",0.56,0.062,0.439,0.681,0.242
"MR-Egger","1","1e-08",0.574,0.07,0.437,0.711,0.274
"MR-Robust","1","0.01",0.426,0.027,0.372,0.48,0.108
"MR-Robust","1","1e-04",0.47,0.03,0.412,0.529,0.117
"MR-Robust","1","1e-06",0.5,0.032,0.437,0.563,0.126
"MR-Robust","1","1e-08",0.523,0.035,0.455,0.591,0.136
"FLOW-MR","1","0.01",0.689,0.056,0.593,0.808,0.215
"FLOW-MR","1","1e-04",0.722,0.059,0.6,0.846,0.246
"FLOW-MR","1","1e-06",0.749,0.055,0.648,0.865,0.217
"FLOW-MR","1","1e-08",0.732,0.055,0.629,0.83,0.201
"MR-Horse","1","0.01",0.747,0.054,0.646,0.855,0.209
"MR-Horse","1","1e-04",0.791,0.058,0.689,0.91,0.221
"MR-Horse","1","1e-06",0.788,0.06,0.683,0.917,0.234
"MR-Horse","1","1e-08",0.817,0.06,0.716,0.948,0.232
"IVW","1","0.01",0.448,0.029,0.39,0.505,0.115
"IVW","1","1e-04",0.491,0.033,0.426,0.556,0.13
"IVW","1","1e-06",0.539,0.036,0.468,0.61,0.142
"IVW","1","1e-08",0.561,0.039,0.485,0.637,0.152
"GRAPPLE","1","0.01",0.709,0.049,0.613,0.806,0.193
"GRAPPLE","1","1e-04",0.734,0.053,0.63,0.838,0.208
"GRAPPLE","1","1e-06",0.792,0.057,0.681,0.903,0.222
"GRAPPLE","1","1e-08",0.777,0.057,0.666,0.888,0.222
"MR-Egger","1","0.01",0.453,0.048,0.359,0.546,0.187
"MR-Egger","1","1e-04",0.477,0.054,0.371,0.584,0.213
"MR-Egger","1","1e-06",0.503,0.06,0.385,0.621,0.236
"MR-Egger","1","1e-08",0.497,0.067,0.367,0.628,0.261
"MR-Robust","1","0.01",0.408,0.027,0.356,0.461,0.105
"MR-Robust","1","1e-04",0.455,0.029,0.398,0.511,0.113
"MR-Robust","1","1e-06",0.505,0.033,0.441,0.57,0.129
"MR-Robust","1","1e-08",0.53,0.036,0.459,0.6,0.141
"FLOW-MR","1","0.01",0.683,0.054,0.58,0.79,0.21
"FLOW-MR","1","1e-04",0.74,0.064,0.623,0.867,0.244
"FLOW-MR","1","1e-06",0.759,0.06,0.64,0.877,0.237
"FLOW-MR","1","1e-08",0.757,0.058,0.621,0.862,0.241
"MR-Horse","1","0.01",0.737,0.053,0.642,0.849,0.207
"MR-Horse","1","1e-04",0.796,0.065,0.683,0.947,0.264
"MR-Horse","1","1e-06",0.836,0.063,0.713,0.963,0.25
"MR-Horse","1","1e-08",0.825,0.069,0.703,0.969,0.266
